gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
ABR|29_calculated,22.3138,21.2713,17,p,
SAT2|112483_calculated,21.7029,22.6963,17,p,
STX8|9482_calculated,21.2647,18.4299,17,p,
SPAG7|9552_calculated,21.2242,21.345,17,p,
TP53|7157_calculated,20.3746,24.6817,17,p,
GIT1|28964_calculated,19.8564,28.004,17,p,
ARRB2|409_calculated,19.4647,23.739,17,p,
TM4SF5|9032_calculated,19.0469,36.3983,17,p,
DERL2|51009_calculated,18.3957,23.8545,17,p,
COPS3|8533_calculated,18.284,21.9964,17,p,
UBE2G1|7326_calculated,18.1164,16.7574,17,p,
P2RX5|5026_calculated,17.8137,21.7036,17,p,
MIR497HG|100506755_calculated,17.5087,17.5782,17,p,
SLC25A11|8402_calculated,17.3611,21.3297,17,p,
ALDH3A2|224_calculated,17.2657,23.9342,17,p,
PELP1|27043_calculated,16.7584,20.7309,17,p,
RPA1|6117_calculated,16.3181,17.8793,17,p,
PIGS|94005_calculated,15.8908,21.7404,17,p,
CAMTA2|23125_calculated,15.6948,11.7322,17,p,
MPRIP|23164_calculated,15.6322,10.7037,17,p,
SREBF1|6720_calculated,15.438,26.882,17,p,
PLSCR3|57048_calculated,15.4325,14.1538,17,p,
SPNS2|124976_calculated,15.3644,22.4121,17,p,
RANGRF|29098_calculated,14.5839,15.0736,17,p,
MED11|400569_calculated,14.4948,18.1647,17,p,
CENPV|201161_calculated,14.4156,28.0468,17,p,
MYH10|4628_calculated,14.0593,5.9094,17,p,
TXNDC17|84817_calculated,13.6138,22.9907,17,p,
GLOD4|51031_calculated,13.5619,20.0517,17,p,
TOM1L2|146691_calculated,13.3956,8.2977,17,p,
XAF1|54739_calculated,13.3461,11.9386,17,p,
KDM6B|23135_calculated,13.2639,11.4177,17,p,
DPH1|1801_calculated,13.0762,16.068,17,p,
PEMT|10400_calculated,13.0616,19.8968,17,p,
HIC1|3090_calculated,12.5774,6.0467,17,p,
SLC2A4|6517_calculated,12.5602,1.1077,17,p,
MYOCD|93649_calculated,12.4218,1.1529,17,p,
LLGL1|3996_calculated,12.4135,11.2665,17,p,
PHF23|79142_calculated,12.3838,15.7668,17,p,
FXR2|9513_calculated,12.2777,12.2496,17,p,
FAM57A|79850_calculated,11.8375,19.7597,17,p,
GPS2|2874_calculated,11.6126,12.3687,17,p,
EPN2|22905_calculated,11.5418,7.8483,17,p,
RAI1|10743_calculated,11.3775,10.9258,17,p,
TMEM11|8834_calculated,11.2521,15.7578,17,p,
ANKFY1|51479_calculated,11.1332,9.0746,17,p,
NLGN2|57555_calculated,11.0974,4.0393,17,p,
MYBBP1A|10514_calculated,10.8809,15.409,17,p,
GAS7|8522_calculated,10.796,3.9344,17,p,
MNT|4335_calculated,10.7369,8.8102,17,p,
NUP88|4927_calculated,10.3675,12.7712,17,p,
INPP5K|51763_calculated,10.2999,9.1384,17,p,
RABEP1|9135_calculated,10.2577,7.3486,17,p,
SENP3|26168_calculated,10.2549,11.6807,17,p,
TSR1|55720_calculated,10.1484,11.7304,17,p,
SLC43A2|124935_calculated,9.8658,12.3716,17,p,
ELAC2|60528_calculated,9.8108,11.9541,17,p,
SCO1|6341_calculated,9.6535,13.5359,17,p,
DVL2|1856_calculated,9.378,8.9357,17,p,
SRR|63826_calculated,8.9076,8.7969,17,p,
SMG6|23293_calculated,8.7977,6.4761,17,p,
TIMM22|29928_calculated,8.6421,11.4678,17,p,
TMEM88|92162_calculated,8.5237,3.9788,17,p,
MAP2K4|6416_calculated,8.0834,8.0947,17,p,
MAPK7|5598_calculated,8.0761,6.9798,17,p,
SMCR8|140775_calculated,7.9361,7.2955,17,p,
CTNS|1497_calculated,7.9311,8.9911,17,p,
NDEL1|81565_calculated,7.9141,7.5107,17,p,
AKAP10|11216_calculated,7.8916,6.2884,17,p,
MIR22HG|84981_calculated,7.7718,5.4776,17,p,
RASD1|51655_calculated,7.7164,5.5349,17,p,
TTC19|54902_calculated,7.6877,9.1829,17,p,
SGSM2|9905_calculated,7.6256,4.9185,17,p,
FAM101B|359845_calculated,7.6214,4.9273,17,p,
RILP|83547_calculated,7.5635,9.8966,17,p,
WDR81|124997_calculated,7.4176,6.3424,17,p,
PLD2|5338_calculated,7.3769,7.6527,17,p,
METTL16|79066_calculated,7.1523,5.4099,17,p,
AURKB|9212_calculated,6.945,18.5928,17,p,
GEMIN4|50628_calculated,6.8644,10.3922,17,p,
ZZEF1|23140_calculated,6.7874,5.8518,17,p,
RPAIN|84268_calculated,6.7615,8.712,17,p,
FLCN|201163_calculated,6.7035,5.597,17,p,
CYB5D2|124936_calculated,6.5918,6.3324,17,p,
FAM83G|644815_calculated,6.394,11.6053,17,p,
DOC2B|8447_calculated,6.3661,5.8513,17,p,
RAP1GAP2|23108_calculated,6.3647,7.5371,17,p,
DHRS7B|25979_calculated,6.2837,8.662,17,p,
GGT6|124975_calculated,6.2788,12.9501,17,p,
TRPV2|51393_calculated,6.2061,6.2323,17,p,
KCTD11|147040_calculated,6.1643,6.235,17,p,
C17orf85|55421_calculated,6.1561,5.4699,17,p,
ALDH3A1|218_calculated,6.0828,21.5908,17,p,
SLC25A35|399512_calculated,5.9799,6.5213,17,p,
COX10|1352_calculated,5.9293,7.0896,17,p,
ACAP1|9744_calculated,5.7525,3.8261,17,p,
PITPNM3|83394_calculated,5.5812,1.7727,17,p,
MIS12|79003_calculated,5.5738,5.9406,17,p,
RNMTL1|55178_calculated,5.5611,7.1348,17,p,
C17orf59|54785_calculated,5.5585,5.7149,17,p,
SHPK|23729_calculated,5.5573,7.417,17,p,
MEIS3P1|4213_calculated,5.4392,2.7046,17,p,
BCL6B|255877_calculated,5.3308,3.3894,17,p,
CNTROB|116840_calculated,5.2315,5.8729,17,p,
PLD6|201164_calculated,5.1845,4.3318,17,p,
CTC1|80169_calculated,5.1458,3.6058,17,p,
TLCD2|727910_calculated,5.1102,5.6242,17,p,
ATP1B2|482_calculated,4.8127,0.7863,17,p,
VMO1|284013_calculated,4.8126,4.7591,17,p,
ZSWIM7|125150_calculated,4.8091,4.0544,17,p,
MED9|55090_calculated,4.7709,5.8661,17,p,
TMEM102|284114_calculated,4.7308,8.5089,17,p,
VPS53|55275_calculated,4.6947,4.2534,17,p,
MED31|51003_calculated,4.6411,5.3923,17,p,
DLG4|1742_calculated,4.6274,2.5916,17,p,
KIAA0753|9851_calculated,4.5944,3.4008,17,p,
PFAS|5198_calculated,4.5835,5.6956,17,p,
CYB5D1|124637_calculated,4.5748,4.1237,17,p,
SNORA67|26781|1of3_calculated,4.4138,5.3126,17,p,
DHX33|56919_calculated,4.3615,5.1146,17,p,
CLEC10A|10462_calculated,4.3127,2.0457,17,p,
RPH3AL|9501_calculated,4.225,5.57,17,p,
ARHGEF15|22899_calculated,4.1542,2.0265,17,p,
NLRP1|22861_calculated,4.1421,2.3893,17,p,
SLC13A2|9058_calculated,4.0656,8.3121,17,p,
SNORD10|652966_calculated,4.0245,3.158,17,p,
TNK1|8711_calculated,4.0202,7.2493,17,p,
GRAP|10750_calculated,3.9661,3.0169,17,p,
SCARF1|8578_calculated,3.9088,2.8898,17,p,
CHRNE|1145_calculated,3.8806,5.3593,17,p,
SOX15|6665_calculated,3.8718,3.0066,17,p,
SNORA48|652965|1of2_calculated,3.7979,3.0273,17,p,
SHMT1|6470_calculated,3.7774,6.6464,17,p,
CDRT1|374286_calculated,3.6075,5.6657,17,p,
ITGAE|3682_calculated,3.4689,4.3966,17,p,
WRAP53|55135_calculated,3.3717,4.6277,17,p,
SLC16A13|201232_calculated,3.254,5.2712,17,p,
SPECC1|92521_calculated,3.2136,4.163,17,p,
PIK3R5|23533_calculated,3.1959,2.2617,17,p,
YBX2|51087_calculated,3.1565,7.6854,17,p,
ARHGAP44|9912_calculated,2.9803,3.3497,17,p,
ULK2|9706_calculated,2.9299,1.4068,17,p,
SMYD4|114826_calculated,2.8896,2.3321,17,p,
NAA38|51691_calculated,2.8046,2.7768,17,p,
ATPAF2|91647_calculated,2.7594,3.62,17,p,
TMEM220|388335_calculated,2.7544,1.9564,17,p,
SCIMP|388325_calculated,2.7377,1.5091,17,p,
ZFP3|124961_calculated,2.6218,1.8596,17,p,
B9D1|27077_calculated,2.5886,3.1584,17,p,
ZNF18|7566_calculated,2.5755,2.3625,17,p,
ZNF232|7775_calculated,2.4067,2.9333,17,p,
TRIM16L|147166_calculated,2.3757,2.6166,17,p,
CDRT4|284040_calculated,2.3192,2.1156,17,p,
SNORD49A|26800_calculated,2.2791,4.0442,17,p,
GP1BA|2811|2of3_calculated,2.2301,0.8342,17,p,
ZMYND15|84225_calculated,2.1883,2.8232,17,p,
P2RX1|5023_calculated,2.1786,1.5121,17,p,
C17orf97|400566_calculated,2.1439,2.7835,17,p,
TMEM107|84314_calculated,2.1364,2.4125,17,p,
CAMKK1|84254_calculated,2.1124,1.7266,17,p,
GLTPD2|388323_calculated,2.0593,4.3993,17,p,
TNFRSF13B|23495_calculated,1.9187,0.9239,17,p,
ASPA|443_calculated,1.9156,0.6004,17,p,
GP1BA|2811|1of3_calculated,1.8937,0.7231,17,p,
KRBA2|124751_calculated,1.8847,0.8793,17,p,
FAM64A|54478_calculated,1.8627,5.0247,17,p,
ADORA2B|136_calculated,1.8313,3.5938,17,p,
GSG2|83903_calculated,1.8003,3.425,17,p,
PIPOX|51268_calculated,1.7863,2.373,17,p,
LGALS9C|654346_calculated,1.7778,3.9993,17,p,
GLP2R|9340_calculated,1.6962,0.3218,17,p,
C17orf51|339263_calculated,1.6858,0.9888,17,p,
MIR324|442898_calculated,1.6682,1.3965,17,p,
ZNF286A|57335_calculated,1.5918,1.401,17,p,
SNORD65|692106|1of2_calculated,1.5831,2.8017,17,p,
SCARNA21|677763_calculated,1.5317,1.0801,17,p,
USP43|124739_calculated,1.524,3.4516,17,p,
C17orf100|388327_calculated,1.5231,1.9524,17,p,
CHRNB1|1140_calculated,1.511,1.9071,17,p,
SERPINF2|5345_calculated,1.4903,2.6754,17,p,
INCA1|388324_calculated,1.4766,1.2171,17,p,
TRPV1|7442_calculated,1.4199,1.3237,17,p,
LINC00324|284029_calculated,1.3268,1.2306,17,p,
GP1BA|2811|3of3_calculated,1.254,0.4908,17,p,
HS3ST3A1|9955_calculated,1.2377,0.9958,17,p,
ZNF624|57547_calculated,1.2316,0.9975,17,p,
TUSC5|286753_calculated,1.2148,0.1799,17,p,
LGALS9B|284194_calculated,1.1824,2.869,17,p,
NT5M|56953_calculated,1.158,0.9443,17,p,
ZNF594|84622_calculated,1.1284,0.7054,17,p,
WSCD1|23302_calculated,1.1092,0.6181,17,p,
HS3ST3B1|9953_calculated,1.1084,0.854,17,p,
ENO3|2027_calculated,1.0735,1.1469,17,p,
SMTNL2|342527_calculated,1.0607,0.7954,17,p,
MFSD6L|162387_calculated,1.0187,1.4609,17,p,
ZNF287|57336_calculated,1.0098,0.5649,17,p,
PIK3R6|146850_calculated,1.0024,0.7584,17,p,
ALOX12|239_calculated,0.9896,2.0604,17,p,
EFNB3|1949_calculated,0.9364,0.5797,17,p,
USP32P1|162632_calculated,0.9268,0.578,17,p,
SLC47A1|55244_calculated,0.9076,0.806,17,p,
C17orf107|100130311_calculated,0.8999,1.0344,17,p,
SPNS3|201305_calculated,0.8784,0.9869,17,p,
LRRC48|83450_calculated,0.8349,0.5404,17,p,
FGF11|2256_calculated,0.8336,1.1499,17,p,
RTN4RL1|146760_calculated,0.7809,0.7641,17,p,
ALOX15B|247_calculated,0.7512,1.3264,17,p,
KCNJ18|100134444_calculated,0.6896,0.5475,17,p,
ZNF286B|729288_calculated,0.6518,0.4738,17,p,
ALOX15|246_calculated,0.6414,1.1264,17,p,
PIRT|644139_calculated,0.6223,0.0984,17,p,
USP32P2|220594_calculated,0.5733,0.268,17,p,
SPEM1|374768_calculated,0.5362,0.7585,17,p,
SLC5A10|125206_calculated,0.4832,0.8969,17,p,
SLC16A11|162515_calculated,0.4816,0.5247,17,p,
SLC52A1|55065_calculated,0.3786,0.7248,17,p,
RNF112|7732_calculated,0.3723,0.1285,17,p,
KCNAB3|9196_calculated,0.3593,0.2568,17,p,
CCDC144A|9720_calculated,0.3581,0.2223,17,p,
CDRT15P1|94158_calculated,0.3403,0.2455,17,p,
MYH3|4621_calculated,0.3398,0.1772,17,p,
SNORA59B|677882|2of2_calculated,0.3293,0.283,17,p,
SNORD91B|692208_calculated,0.3049,0.1898,17,p,
TRPV3|162514_calculated,0.2655,0.4307,17,p,
CCDC144B|284047_calculated,0.2574,0.1291,17,p,
ASGR2|433_calculated,0.238,0.5808,17,p,
RCVRN|5957_calculated,0.2277,0.0679,17,p,
SNORD91A|692207_calculated,0.2214,0.133,17,p,
ALOX12B|242_calculated,0.2016,0.5449,17,p,
TEKT3|64518_calculated,0.1864,0.0885,17,p,
ALOX12P2|245_calculated,0.1817,0.3354,17,p,
DNAH2|146754_calculated,0.1735,0.2391,17,p,
SHBG|6462_calculated,0.1632,0.4729,17,p,
FAM106A|80039_calculated,0.1599,0.0649,17,p,
SNORA48|652965|2of2_calculated,0.1588,0.0724,17,p,
SMCR5|140771_calculated,0.1514,0.0697,17,p,
DBIL5P|100131454_calculated,0.138,0.1423,17,p,
EVPLL|645027_calculated,0.1342,0.2555,17,p,
MTRNR2L1|100462977_calculated,0.1195,0.1408,17,p,
HES7|84667_calculated,0.1167,0.1216,17,p,
CDRT15|146822_calculated,0.1136,0.0881,17,p,
FBXO39|162517_calculated,0.1095,0.1458,17,p,
SPATA22|84690_calculated,0.1069,0.1036,17,p,
SNORD65|692106|2of2_calculated,0.0993,0.0962,17,p,
FAM106CP|100129396_calculated,0.0908,0.044,17,p,
SLC35G6|643664_calculated,0.0854,0.0646,17,p,
USP6|9098_calculated,0.0824,0.0419,17,p,
SLC47A2|146802_calculated,0.079,0.0872,17,p,
FBXW10|10517_calculated,0.0785,0.0941,17,p,
MIR33B|693120_calculated,0.0781,0.0529,17,p,
MYO15A|51168_calculated,0.0774,0.0454,17,p,
MIR212|406994_calculated,0.0768,0.0528,17,p,
WDR16|146845_calculated,0.0725,0.0934,17,p,
RNF222|643904_calculated,0.07,0.2986,17,p,
GUCY2D|3000_calculated,0.0645,0.0586,17,p,
ALOXE3|59344_calculated,0.0629,0.2081,17,p,
MIR132|406921_calculated,0.0511,0.0326,17,p,
MYH13|8735_calculated,0.0441,0.0372,17,p,
CCDC144NL|339184_calculated,0.0426,0.0835,17,p,
DNAH9|1770_calculated,0.0424,0.0346,17,p,
SLC13A5|284111_calculated,0.0404,0.3274,17,p,
GRAPL|400581_calculated,0.0361,0.0269,17,p,
CCDC42|146849_calculated,0.0338,0.0277,17,p,
TMEM95|339168_calculated,0.0338,0.0143,17,p,
MIR744|100126313_calculated,0.0327,0.0407,17,p,
RPL29P2|118432_calculated,0.0275,0.0198,17,p,
SNORA67|26781|3of3_calculated,0.0245,0.0294,17,p,
OR3A1|4994_calculated,0.0225,0.0192,17,p,
MIR497|574456_calculated,0.0211,0.0146,17,p,
DHRS7C|201140_calculated,0.0196,0.0133,17,p,
MYH4|4622_calculated,0.0192,0.036,17,p,
MYH2|4620_calculated,0.0187,0.0064,17,p,
OR3A2|4995_calculated,0.0174,0.0225,17,p,
MYH1|4619_calculated,0.0159,0.0101,17,p,
CDRT7|94150_calculated,0.0156,0.02,17,p,
ODF4|146852_calculated,0.0152,0.0189,17,p,
OR1E2|8388_calculated,0.0143,0.0108,17,p,
TBC1D26|353149_calculated,0.0138,0.0083,17,p,
AIPL1|23746_calculated,0.0127,0.0163,17,p,
DDX11L11|?_calculated,0.0095,0.0363,17,p,
BHLHA9|727857_calculated,0.0094,0.0125,17,p,
SPDYE4|388333_calculated,0.0093,0.0063,17,p,
MYH8|4626_calculated,0.0087,0.0324,17,p,
OR1G1|8390_calculated,0.0087,0.011,17,p,
KRT16P2|400578_calculated,0.008,0.2376,17,p,
OR1E1|8387_calculated,0.0079,0.0041,17,p,
TEKT1|83659_calculated,0.0078,0.0396,17,p,
OR3A3|8392_calculated,0.0065,0.0062,17,p,
SNORA59B|677882|1of2_calculated,0.0062,0.0078,17,p,
C17orf74|201243_calculated,0.0058,0.0035,17,p,
SNORA67|26781|2of3_calculated,0.0058,0.0062,17,p,
OR1A2|26189_calculated,0.0051,0.0104,17,p,
OR1A1|8383_calculated,0.0047,0.006,17,p,
KRT16P3|644945_calculated,0.0039,0.03,17,p,
MIR548H3|100302287|1of2_calculated,0.0038,0.0065,17,p,
OR3A4P|390756_calculated,0.0033,0.0025,17,p,
OR1D4|653166_calculated,0.0024,0.0089,17,p,
TBC1D28|254272_calculated,0.0021,0.0018,17,p,
OR1D5|8386_calculated,0.0019,0.0045,17,p,
FAM27L|284123_calculated,0.0014,0.0135,17,p,
CDRT15P2|644694_calculated,0.0011,0.0036,17,p,
CDRT15L2|256223_calculated,0.0005,0.0016,17,p,
OR1D2|4991_calculated,0.0005,0.0024,17,p,
MIR548H3|100302287|2of2_calculated,0.0003,0.0032,17,p,
LASP1|3927_calculated,64.1702,98.1257,17,q,11-
FLOT2|2319_calculated,35.4607,39.5705,17,q,11-
MYO1D|4642_calculated,34.1862,38.2012,17,q,11-
TRAF4|9618_calculated,13.6502,29.0455,17,q,11-
STARD3|10948_calculated,9.9944,24.3902,17,q,11-
HSD17B1|3292_calculated,4.3673,5.6696,17,q,11-
OMG|4974_calculated,0.2868,0.1371,17,q,11-
FOXN1|8456_calculated,0.1133,0.3967,17,q,11-
TAF15|8148_calculated,35.7,39.674,17,q,11.1-
CCL2|6347_calculated,83.1595,48.8785,17,q,11.2-
CCL5|6352_calculated,49.9414,49.0785,17,q,11.2-
AP2B1|163_calculated,48.6275,57.6349,17,q,11.2-
ERBB2|2064_calculated,32.507,150.2763,17,q,11.2-
RHOT1|55288_calculated,7.7295,6.8488,17,q,11.2-
LIG3|3980_calculated,6.3915,7.3736,17,q,11.2-
CSF3|1440_calculated,3.1667,3.4001,17,q,11.2-
CCL7|6354_calculated,0.2828,0.8847,17,q,11.2-
ASIC2|40_calculated,0.1274,0.1313,17,q,11.2-
CRYBA1|1411_calculated,0.0657,0.0329,17,q,11.2-
IGFBP4|3487_calculated,533.186,180.5682,17,q,12-
RAMP2|10266_calculated,61.1618,33.2121,17,q,12-
PSME3|10197_calculated,27.3975,41.7029,17,q,12-
KAT2A|2648_calculated,14.3071,22.9819,17,q,12-
COASY|80347_calculated,13.8181,23.9553,17,q,12-
NPEPPS|9520_calculated,13.5461,14.0763,17,q,12-
CCR7|1236_calculated,7.8751,3.677,17,q,12-
TADA2A|6871_calculated,4.7084,5.35,17,q,12-
MPP2|4355_calculated,2.2228,0.7155,17,q,12-
CRHR1|1394_calculated,1.7862,1.4622,17,q,12-
MPP3|4356_calculated,1.0695,0.9531,17,q,12-
SOST|50964_calculated,0.0762,0.0382,17,q,12-
CCL4|6351_calculated,15.1243,20.4672,17,q,21-
TOP2A|7153_calculated,14.4915,40.0634,17,q,21-
NGFR|4804_calculated,12.5793,2.9764,17,q,21-
PCTP|58488_calculated,9.7208,10.3124,17,q,21-
MKS1|54903_calculated,3.1463,4.0631,17,q,21-
WNK4|65266_calculated,1.9212,2.2418,17,q,21-
CACNB1|782_calculated,1.2081,1.2037,17,q,21-
WNT3|7473_calculated,0.5664,0.856,17,q,21-
TBX4|9496_calculated,0.0893,0.5772,17,q,21-
CCL11|6356_calculated,28.0682,15.1651,17,q,21.1-
EZH1|2145_calculated,10.3264,4.9541,17,q,21.1-
CCR10|2826_calculated,2.4195,1.8886,17,q,21.1-
HAP1|9001_calculated,0.1605,0.303,17,q,21.2-
SP2|6668_calculated,15.3942,14.955,17,q,21.3-
MRPL27|51264_calculated,9.9198,14.3853,17,q,21.3-
GIP|2695_calculated,1.6538,4.176,17,q,21.3-
MPO|4353_calculated,0.0801,2.1578,17,q,21.3-
TNFAIP1|7126_calculated,19.3085,21.8011,17,q,22-
PRKCA|5578_calculated,12.6401,7.3961,17,q,22-
MRPS23|51649_calculated,12.3215,17.7095,17,q,22-
MED13|9969_calculated,9.8463,10.902,17,q,22-
SMURF2|64750_calculated,6.9792,6.2109,17,q,22-
MTMR4|9110_calculated,5.6004,6.6884,17,q,22-
BZRAP1|9256_calculated,1.3117,0.8526,17,q,22-
GH1|2688_calculated,0.0621,0.0344,17,q,22-
GH2|2689_calculated,0.0022,0.0157,17,q,22-
CSH1|1442_calculated,0.0019,0.0025,17,q,22-
CSH2|1443_calculated,0.0009,0.0065,17,q,22-
CSHL1|1444_calculated,0.0005,0.0018,17,q,22-
MRPL38|64978_calculated,22.2344,32.8564,17,q,23-
AXIN2|8313_calculated,5.938,11.095,17,q,23-
TK1|7083_calculated,20.723,55.5201,17,q,23.2-
CDC42EP4|23580_calculated,35.3706,35.3534,17,q,24-
GRB2|2885_calculated,35.2759,42.3838,17,q,24-
PRPSAP1|5635_calculated,11.3971,15.0634,17,q,24-
GAA|2548_calculated,29.9524,28.75,17,q,25.2-
CD7|924_calculated,7.628,12.8424,17,q,25.2-
RPL27|6155_calculated,1520.909,1528.7798,17,q,
ACTG1|71_calculated,1491.839,2075.4266,17,q,
COL1A1|1277_calculated,1053.5233,716.2972,17,q,
RPL19|6143_calculated,1052.2614,1326.3456,17,q,
LGALS3BP|3959_calculated,324.0496,507.8877,17,q,
EIF1|10209_calculated,318.7323,365.988,17,q,
P4HB|5034_calculated,236.8905,478.2868,17,q,
RPL23|9349_calculated,203.003,215.2459,17,q,
PTRF|284119_calculated,171.0093,46.6319,17,q,
JUP|3728_calculated,167.6693,471.7818,17,q,
TIMP2|7077_calculated,166.1682,76.8314,17,q,
ARHGDIA|396_calculated,150.4422,220.0462,17,q,
GRN|2896_calculated,142.5325,189.8769,17,q,
RPL38|6169_calculated,140.2224,146.2668,17,q,
RPL23A|6147_calculated,135.3179,161.0199,17,q,
H3F3B|3021|1of2_calculated,134.8218,151.8813,17,q,
PSMB3|5691_calculated,125.6413,209.6148,17,q,
ATP5H|10476_calculated,116.6151,149.277,17,q,
SYNGR2|9144_calculated,114.8716,186.9853,17,q,
DDX5|1655_calculated,106.0405,89.6222,17,q,
RAB5C|5878_calculated,90.9314,114.7383,17,q,
NME1-NME2|654364_calculated,84.5642,200.4538,17,q,
SUMO2|6613_calculated,83.6848,103.4527,17,q,
ATP5G1|516_calculated,72.7145,123.1897,17,q,
AOC3|8639_calculated,70.6724,10.3206,17,q,
SOCS3|9021_calculated,65.9797,40.5367,17,q,
STAT3|6774_calculated,64.4405,56.0571,17,q,
LGALS9|3965_calculated,63.6012,103.4986,17,q,
VAT1|10493_calculated,58.9112,52.28,17,q,
CCL14|6358_calculated,58.3319,19.0363,17,q,
PHB|5245_calculated,57.3439,93.9618,17,q,
ITGB4|3691_calculated,56.5086,98.484,17,q,
MXRA7|439921_calculated,55.6595,15.2925,17,q,
LRRC59|55379_calculated,52.5231,86.9192,17,q,
WBP2|23558_calculated,52.5008,50.4509,17,q,
KPNB1|3837_calculated,52.3225,64.1774,17,q,
SRSF2|6427_calculated,50.7784,69.5552,17,q,
PRKAR1A|5573_calculated,50.4675,38.7676,17,q,
NFE2L1|4779_calculated,50.2359,45.0182,17,q,
CLTC|1213_calculated,50.0539,57.0746,17,q,
MIEN1|84299_calculated,48.9503,265.8276,17,q,
SLC9A3R1|9368_calculated,47.9514,104.2477,17,q,
SLC25A39|51629_calculated,45.9097,93.0123,17,q,
PSMD3|5709_calculated,43.6209,90.7691,17,q,
SEPT9|10801_calculated,43.5633,41.6496,17,q,
DUSP3|1845_calculated,43.5567,21.9567,17,q,
SOX9|6662_calculated,42.5484,69.0339,17,q,
VMP1|81671_calculated,42.0097,55.127,17,q,
PPP1R1B|84152_calculated,40.7463,84.0634,17,q,
ITGA3|3675_calculated,39.7913,54.0511,17,q,
TOB1|10140_calculated,38.5224,44.8761,17,q,
MIR3064|100616387_calculated,38.2253,29.2928,17,q,
HN1|51155_calculated,37.9939,79.289,17,q,
SUPT4H1|6827_calculated,36.967,42.3613,17,q,
DCXR|51181_calculated,35.3199,77.9769,17,q,
LUC7L3|51747_calculated,34.9599,28.6003,17,q,
PSMD11|5717_calculated,34.7665,48.5992,17,q,
KRT20|54474_calculated,34.3339,87.0031,17,q,
TMEM98|26022_calculated,33.199,37.1206,17,q,
KRT13|3860_calculated,32.2572,632.1419,17,q,
UBE2Z|65264_calculated,32.1304,39.616,17,q,
POLDIP2|26073_calculated,31.9812,46.0955,17,q,
VPS25|84313_calculated,31.919,57.372,17,q,
CALCOCO2|10241_calculated,31.8031,33.3162,17,q,
EVI2B|2124_calculated,31.5874,18.7754,17,q,
DYNLL2|140735_calculated,31.0884,27.4017,17,q,
PRR15L|79170_calculated,31.048,70.3264,17,q,
RAB34|83871_calculated,31.0203,18.9688,17,q,
EIF4A3|9775_calculated,30.8631,49.1191,17,q,
