gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
BIN3|55909_calculated,9.0787,12.5984,8,p,
RNF122|79845_calculated,8.7387,4.616,8,p,
WHSC1L1|54904_calculated,8.658,8.812,8,p,
ENTPD4|9583_calculated,8.3164,8.5593,8,p,
ERLIN2|11160_calculated,8.2644,10.6095,8,p,
RHOBTB2|23221_calculated,8.245,6.26,8,p,
FBXO25|26260_calculated,8.1536,8.4904,8,p,
TM2D2|83877_calculated,8.116,9.7426,8,p,
ELP3|55140_calculated,7.97,8.6916,8,p,
TNKS|8658_calculated,7.9389,5.8156,8,p,
SH2D4A|63898_calculated,7.9273,14.2603,8,p,
SOX7|83595_calculated,7.8132,5.7675,8,p,
KCTD9|54793_calculated,7.724,8.3615,8,p,
ADAM28|10863_calculated,7.6442,9.9259,8,p,
TUSC3|7991_calculated,6.9315,2.9566,8,p,
AGPAT5|55326_calculated,6.7366,9.1573,8,p,
MSRA|4482_calculated,6.713,6.2368,8,p,
SCARA5|286133_calculated,6.5401,1.6294,8,p,
INTS9|55756_calculated,6.509,7.8139,8,p,
MAK16|84549_calculated,6.491,7.8341,8,p,
DDHD2|23259_calculated,6.4897,4.9479,8,p,
LONRF1|91694_calculated,6.4725,4.291,8,p,
PPP3CC|5533_calculated,6.3909,5.0358,8,p,
MSR1|4481_calculated,6.2281,4.8037,8,p,
RNF5P1|286140_calculated,6.0596,6.6517,8,p,
MTSS1|9788_calculated,5.9681,4.7042,8,p,
LPL|4023_calculated,5.8883,2.2711,8,p,
THAP1|55145_calculated,5.8134,5.7288,8,p,
BRF2|55290_calculated,5.6525,7.0477,8,p,
ERICH1|157697_calculated,5.5185,4.4904,8,p,
TRIM35|23087_calculated,5.4474,5.5495,8,p,
DOK2|9046_calculated,5.4431,5.4585,8,p,
DOCK5|80005_calculated,5.417,7.2189,8,p,
ERI1|90459_calculated,5.3199,5.5477,8,p,
SLC25A37|51312_calculated,5.2969,6.4114,8,p,
BAG4|9530_calculated,5.2596,6.5397,8,p,
IKBKB|3551_calculated,5.1829,4.8476,8,p,
TNFRSF10A|8797_calculated,5.1167,8.1596,8,p,
MCPH1|79648_calculated,4.475,3.9345,8,p,
ARHGEF10|9639_calculated,4.3364,2.1764,8,p,
ADAMDEC1|27299_calculated,4.3187,6.5806,8,p,
PBK|55872_calculated,4.1347,12.7638,8,p,
LZTS1|11178_calculated,4.054,2.283,8,p,
AP3M2|10947_calculated,3.9941,4.5479,8,p,
HMBOX1|79618_calculated,3.9397,2.6031,8,p,
DEFA6|1671_calculated,3.9196,42.6862,8,p,
DEFB1|1672_calculated,3.8754,11.8931,8,p,
TTI2|80185_calculated,3.6695,4.9927,8,p,
KBTBD11|9920_calculated,3.5523,3.8245,8,p,
RNF170|81790_calculated,3.5128,3.9954,8,p,
PDLIM2|64236_calculated,3.4816,3.7934,8,p,
PSD3|23362_calculated,3.4503,2.7357,8,p,
C8orf58|541565_calculated,3.0314,3.1181,8,p,
CSGALNACT1|55790_calculated,2.986,2.2107,8,p,
TNFRSF10D|8793_calculated,2.9265,3.5267,8,p,
WRN|7486_calculated,2.8906,3.0082,8,p,
NUDT18|79873_calculated,2.8016,3.4142,8,p,
FZD3|7976_calculated,2.6777,1.918,8,p,
CLN8|2055_calculated,2.6605,2.0315,8,p,
PNMA2|10687_calculated,2.4353,1.8333,8,p,
NAT1|9_calculated,2.3961,3.9992,8,p,
SLC18A1|6570_calculated,2.2136,0.2822,8,p,
ANGPT2|285_calculated,2.1104,2.7567,8,p,
FUT10|84750_calculated,1.9563,2.2954,8,p,
CDCA2|157313_calculated,1.844,4.3617,8,p,
DUSP26|78986_calculated,1.7754,0.5094,8,p,
PHYHIP|9796_calculated,1.7258,0.6444,8,p,
RPL23AP53|644128_calculated,1.7054,1.148,8,p,
ESCO2|157570_calculated,1.6012,3.4769,8,p,
GINS4|84296_calculated,1.599,3.6181,8,p,
MTMR7|9108_calculated,1.5385,1.026,8,p,
PEBP4|157310_calculated,1.537,0.3313,8,p,
NKX6-3|157848_calculated,1.5268,2.9153,8,p,
NAT2|10_calculated,1.4903,2.2637,8,p,
FBXO16|157574_calculated,1.4249,2.2104,8,p,
NKX3-1|4824_calculated,1.2843,1.775,8,p,
PNOC|5368_calculated,1.2776,0.8278,8,p,
C8orf49|606553_calculated,1.2221,1.1363,8,p,
GFRA2|2675_calculated,1.1419,0.2777,8,p,
ANK1|286_calculated,1.0344,1.4583,8,p,
FAM86B1|85002_calculated,0.9704,0.6065,8,p,
EBF2|64641_calculated,0.9391,0.2548,8,p,
ZNF596|169270_calculated,0.9195,0.6545,8,p,
ADRB3|155_calculated,0.8949,0.1123,8,p,
NEFL|4747_calculated,0.8347,0.3207,8,p,
NEFM|4741_calculated,0.7812,0.1322,8,p,
XKR6|286046_calculated,0.7731,0.5429,8,p,
LETM2|137994_calculated,0.7405,1.0067,8,p,
MYOM2|9172_calculated,0.6301,0.2672,8,p,
PIWIL2|55124_calculated,0.5458,0.536,8,p,
NPM2|10361_calculated,0.5125,0.7779,8,p,
C8orf48|157773_calculated,0.4328,0.2276,8,p,
MBOAT4|619373_calculated,0.4319,0.3772,8,p,
HTRA4|203100_calculated,0.3219,0.3537,8,p,
STAR|6770_calculated,0.3187,0.2718,8,p,
KIAA1456|57604_calculated,0.3125,0.1692,8,p,
FAM86B2|653333_calculated,0.303,0.1715,8,p,
FGF20|26281_calculated,0.2778,0.7529,8,p,
MIR597|693182_calculated,0.2733,0.0764,8,p,
LGI3|203190_calculated,0.2641,0.1989,8,p,
STMN4|81551_calculated,0.2266,0.0237,8,p,
SLC35G5|83650_calculated,0.2223,0.0941,8,p,
ADAM32|203102_calculated,0.1697,0.1098,8,p,
DEFB4A|1673_calculated,0.1481,2.8313,8,p,
ADRA1A|148_calculated,0.138,0.0424,8,p,
PURG|29942_calculated,0.1333,0.043,8,p,
MIR548H4|100313884_calculated,0.1324,0.1245,8,p,
TEX15|56154_calculated,0.123,0.1031,8,p,
NPBWR1|2831_calculated,0.1224,0.1512,8,p,
MIR598|693183_calculated,0.1199,0.0358,8,p,
LINC00589|619351_calculated,0.114,0.1604,8,p,
CHRNA6|8973_calculated,0.1084,0.0607,8,p,
RP1L1|94137_calculated,0.0925,0.0768,8,p,
DEFB109P1|245912_calculated,0.0893,0.0307,8,p,
CSMD1|64478_calculated,0.0826,0.0716,8,p,
ZMAT4|79698_calculated,0.0775,0.0472,8,p,
IDO2|169355_calculated,0.0763,0.0388,8,p,
SFTPC|6440_calculated,0.0732,0.0259,8,p,
FAM90A25P|389633_calculated,0.0725,0.0203,8,p,
SGCZ|137868_calculated,0.068,0.0196,8,p,
FAM90A20P|728430_calculated,0.0598,0.012,8,p,
TDH|157739_calculated,0.0566,0.0524,8,p,
MIR596|693181_calculated,0.0546,0.0499,8,p,
DEFA1|1667|3of3_calculated,0.0524,0.0444,8,p,
DEFB136|613210_calculated,0.0474,0.0114,8,p,
FGF17|8822_calculated,0.0432,0.0456,8,p,
DLGAP2|9228_calculated,0.0427,0.0146,8,p,
FAM66E|100132103_calculated,0.0411,0.0097,8,p,
USP17L2|377630_calculated,0.0403,0.0064,8,p,
PRSS55|203074_calculated,0.0383,0.0257,8,p,
UNC5D|137970_calculated,0.0355,0.0541,8,p,
MIR320A|407037_calculated,0.0353,0.0596,8,p,
C8orf74|203076_calculated,0.0349,0.0264,8,p,
XKR5|389610_calculated,0.0285,0.0295,8,p,
GOT1L1|137362_calculated,0.0281,0.0116,8,p,
DEFA4|1669_calculated,0.0269,0.4516,8,p,
SPAG11B|10407|1of2_calculated,0.0205,0.0103,8,p,
DEFB109P1B|641517|1of2_calculated,0.0165,0.0046,8,p,
DEFB134|613211_calculated,0.0165,0.0073,8,p,
DEFB135|613209_calculated,0.0156,0.0046,8,p,
SPAG11B|10407|2of2_calculated,0.0119,0.0065,8,p,
CHRNA2|1135_calculated,0.0101,0.0083,8,p,
KCNU1|157855_calculated,0.0078,0.0171,8,p,
MIR383|494332_calculated,0.0076,0.0085,8,p,
NKX2-6|137814_calculated,0.0074,0.0083,8,p,
CHRNB3|1142_calculated,0.0073,0.007,8,p,
DEFB4B|100289462_calculated,0.007,0.1155,8,p,
LINC00599|157627_calculated,0.0067,0.0054,8,p,
DEFB105A|245908|2of2_calculated,0.0054,0.0006,8,p,
DEFB107B|503614|2of2_calculated,0.005,0.0029,8,p,
ADAM2|2515_calculated,0.0044,0.0091,8,p,
POTEA|340441_calculated,0.0041,0.0044,8,p,
ADAM7|8756_calculated,0.0029,0.0025,8,p,
ZNF705G|100131980_calculated,0.0026,0.0006,8,p,
ADAM18|8749_calculated,0.0024,0.0051,8,p,
MIR124-1|406907_calculated,0.0022,0.0003,8,p,
ADAM3A|1587_calculated,0.002,0.0023,8,p,
LINC00208|83655_calculated,0.0019,0.0012,8,p,
FAM90A10P|441328_calculated,0.0017,0.0003,8,p,
FAM90A5P|441315_calculated,0.0016,0.0003,8,p,
DEFA10P|449493_calculated,0.0013,0.0038,8,p,
OR4F21|441308_calculated,0.0011,0.0021,8,p,
DEFB106A|245909|2of2_calculated,0.001,0.0005,8,p,
DEFA1|1667|2of3_calculated,0.0006,0.0028,8,p,
DEFB106A|245909|1of2_calculated,0.0006,0.0007,8,p,
ZNF705B|100132396_calculated,0.0006,0.0002,8,p,
FAM90A13P|441314|3of3_calculated,0.0005,0,8,p,
DEFB104A|140596|1of2_calculated,0.0004,0.0001,8,p,
DEFT1P|170949|1of2_calculated,0.0002,0,8,p,
FAM90A13P|441314|2of3_calculated,0.0002,0,8,p,
MIR548I3|100302186_calculated,0.0001,0.0024,8,p,
ZNF705D|728957_calculated,0.0001,0.0001,8,p,
DEFA1|1667|1of3_calculated,0,0.0001,8,p,
DEFB103A|414325_calculated,0,0,8,p,
DEFB103B|55894_calculated,0,0.0001,8,p,
DEFB104A|140596|2of2_calculated,0,0,8,p,
DEFB105A|245908|1of2_calculated,0,0,8,p,
DEFB107B|503614|1of2_calculated,0,0.0001,8,p,
DEFB109P1B|641517|2of2_calculated,0,0,8,p,
DEFB130|245940|1of2_calculated,0,0,8,p,
DEFB130|245940|2of2_calculated,0,0,8,p,
DEFT1P|170949|2of2_calculated,0,0,8,p,
FAM90A13P|441314|1of3_calculated,0,0,8,p,
FAM90A18P|441326|1of2_calculated,0,0,8,p,
FAM90A18P|441326|2of2_calculated,0,0,8,p,
FAM90A7P|441317_calculated,0,0,8,p,
FAM90A8P|441324_calculated,0,0,8,p,
FAM90A9P|441327_calculated,0,0,8,p,
CYP7A1|1581_calculated,0.0779,0.1017,8,q,11-
SNTG1|54212_calculated,0.0154,0.012,8,q,11-
MRPL15|29088_calculated,15.8944,27.8096,8,q,11.2-
PXDNL|137902_calculated,0.1505,0.1332,8,q,11.21-
LYPLA1|10434_calculated,25.7922,43.3687,8,q,11.23-
MCM4|4173_calculated,12.0282,30.0774,8,q,12-
NSMAF|8439_calculated,9.4482,8.4926,8,q,12-
IL7|3574_calculated,2.139,3.1455,8,q,12-
TOX|9760_calculated,8.8333,3.1068,8,q,12.2-
GEM|2669_calculated,56.1931,16.9016,8,q,13-
ZBTB10|65986_calculated,3.5828,2.1928,8,q,13-
PPP1R42|286187_calculated,0.0348,0.0161,8,q,13.1-
NBN|4683_calculated,13.5768,15.513,8,q,21-
HNF4G|3174_calculated,7.2393,13.2202,8,q,21-
CYP11B1|1584_calculated,0.0037,0.003,8,q,21-
CYP11B2|1585_calculated,0.0021,0.0038,8,q,21-
MRPS28|28957_calculated,17.9569,27.7862,8,q,21.1-
IMPA1|3612_calculated,6.6334,9.1053,8,q,21.1-
PMP2|5375_calculated,0.5347,0.0482,8,q,21.3-
EIF3E|3646_calculated,75.0114,89.2186,8,q,22-
SDC2|6383_calculated,26.5499,12.298,8,q,22-
NCALD|83988_calculated,7.4385,2.4719,8,q,22-
VPS13B|157680_calculated,4.4407,3.4532,8,q,22-
MRPL13|28998_calculated,21.5085,37.8835,8,q,22.1-
MATN2|4147_calculated,21.1642,8.6703,8,q,22.1-
PABPC1|26986_calculated,583.4786,811.3484,8,q,22.2-
FZD6|8323_calculated,7.4256,9.6085,8,q,22.3-
PENK|5179_calculated,7.0448,0.7205,8,q,23-
SNTB1|6641_calculated,4.5642,8.7284,8,q,23-
COLEC10|10584_calculated,0.0728,0.0914,8,q,23-
ASAP1|50807_calculated,10.9523,8.5779,8,q,24.1-
MTBP|27085_calculated,1.0508,1.7239,8,q,24.1-
RPL8|6132_calculated,668.7753,1037.328,8,q,
RPS20|6224_calculated,514.6275,597.1567,8,q,
RPL30|6156_calculated,476.2387,541.0815,8,q,
LY6E|4061_calculated,197.6542,424.5972,8,q,
YWHAZ|7534_calculated,167.3385,265.7786,8,q,
PSCA|8000_calculated,126.1359,406.6496,8,q,
SNHG6|641638_calculated,120.6738,135.6616,8,q,
EIF3H|8667_calculated,87.123,105.5991,8,q,
PLEC|5339_calculated,84.8131,76.2541,8,q,
MAF1|84232_calculated,77.6611,76.7284,8,q,
EEF1D|1936_calculated,77.5725,90.6533,8,q,
GRINA|2907_calculated,74.7785,110.754,8,q,
TRAM1|23471_calculated,74.4622,98.7238,8,q,
NDUFB9|4715_calculated,66.3676,97.8267,8,q,
LAPTM4B|55353_calculated,62.8636,93.5082,8,q,
MAL2|114569_calculated,61.6824,133.917,8,q,
TSTA3|7264_calculated,60.8109,133.0561,8,q,
VPS28|51160_calculated,60.4906,75.2678,8,q,
KLF10|7071_calculated,57.4523,26.3601,8,q,
POLR2K|5440_calculated,56.7425,69.8436,8,q,
CYC1|1537_calculated,55.4197,108.6637,8,q,
SDCBP|6386_calculated,54.7145,54.4098,8,q,
MYC|4609_calculated,51.7531,59.1328,8,q,
GPAA1|8733_calculated,48.7388,65.8619,8,q,
RAD21|5885_calculated,46.6256,64.9803,8,q,
HSF1|3297_calculated,45.8865,61.1102,8,q,
SULF1|23213_calculated,41.8063,31.1317,8,q,
COL14A1|7373_calculated,40.967,7.8394,8,q,
FBXO32|114907_calculated,39.3077,7.7351,8,q,
RAB2A|5862_calculated,36.1273,42.1313,8,q,
PUF60|22827_calculated,34.2318,53.6684,8,q,
C8orf59|401466_calculated,33.7678,43.0341,8,q,
NDRG1|10397_calculated,33.6604,49.1531,8,q,
CA2|760_calculated,32.4446,86.1525,8,q,
CDH17|1015_calculated,31.0611,57.5928,8,q,
MTDH|92140_calculated,30.7578,36.1258,8,q,
TPD52|7163_calculated,29.1984,43.314,8,q,
SHARPIN|81858_calculated,29.148,39.7191,8,q,
PTP4A3|11156_calculated,28.8795,21.2109,8,q,
UQCRB|7381_calculated,26.2364,27.1623,8,q,
FABP4|2167_calculated,25.9871,5.1224,8,q,
FAM83H|286077_calculated,25.9467,57.3519,8,q,
TRIB1|10221_calculated,25.6816,34.2008,8,q,
CTHRC1|115908_calculated,25.236,25.1195,8,q,
PTDSS1|9791_calculated,25.1671,39.2261,8,q,
EXT1|2131_calculated,24.6003,25.2859,8,q,
EFR3A|23167_calculated,22.2841,18.7762,8,q,
THEM6|51337_calculated,21.8262,46.7562,8,q,
IMPAD1|54928_calculated,21.3259,19.8731,8,q,
SLC52A2|79581_calculated,21.315,48.0743,8,q,
CPQ|10404_calculated,21.1601,11.6077,8,q,
CHRAC1|54108_calculated,20.7486,26.1125,8,q,
CPNE3|8895_calculated,20.5584,26.7489,8,q,
COX6C|1345_calculated,20.3956,29.3172,8,q,
SCRIB|23513_calculated,20.1942,32.548,8,q,
UBE2V2|7336_calculated,20.1502,23.2119,8,q,
DECR1|1666_calculated,19.948,32.0355,8,q,
PTK2|5747_calculated,19.8899,23.16,8,q,
FAM49B|51571_calculated,19.5011,30.163,8,q,
YTHDF3|253943_calculated,19.3571,19.5523,8,q,
CPSF1|29894_calculated,18.8837,25.8586,8,q,
DGAT1|8694_calculated,18.6496,38.413,8,q,
ESRP1|54845_calculated,18.6429,39.1396,8,q,
PCMTD1|115294_calculated,17.9002,10.8453,8,q,
DEPTOR|64798_calculated,17.8699,15.8662,8,q,
LACTB2|51110_calculated,17.7094,31.1604,8,q,
RPL7|6129_calculated,17.4148,19.7231,8,q,
KIAA0196|9897_calculated,17.251,19.693,8,q,
EPPK1|83481_calculated,17.1464,16.7434,8,q,
PRKDC|5591_calculated,16.995,23.2501,8,q,
LYN|4067_calculated,16.58,26.8824,8,q,
C8orf33|65265_calculated,16.3758,23.214,8,q,
ZNF706|51123_calculated,15.8779,24.1519,8,q,
RDH10|157506_calculated,15.8509,16.7097,8,q,
WWP1|11059_calculated,15.6999,16.6027,8,q,
LY96|23643_calculated,15.3259,11.7464,8,q,
LYPD2|137797_calculated,15.3118,41.162,8,q,
TCEB1|6921_calculated,15.2669,21.0483,8,q,
PARP10|84875_calculated,15.1704,20.8001,8,q,
EXOSC4|54512_calculated,15.097,29.2439,8,q,
ENPP2|5168_calculated,15.002,10.0374,8,q,
RNF19A|25897_calculated,14.8354,12.734,8,q,
RRS1|23212_calculated,14.7222,23.0569,8,q,
ATP6V1H|51606_calculated,14.6265,15.531,8,q,
ASPH|444_calculated,14.5927,19.6335,8,q,
TCEA1|6917_calculated,14.5468,18.1486,8,q,
C8orf82|414919_calculated,14.4156,22.4889,8,q,
ENY2|56943_calculated,14.3111,15.688,8,q,
ZFAND1|79752_calculated,14.1401,17.1776,8,q,
PPP1R16A|84988_calculated,12.3488,26.5277,8,q,
HRSP12|10247_calculated,12.332,18.6857,8,q,
ANXA13|312_calculated,12.2403,15.526,8,q,
FAM84B|157638_calculated,12.2306,21.2226,8,q,
ARMC1|55156_calculated,11.9563,13.9391,8,q,
ZC3H3|23144_calculated,11.7388,17.811,8,q,
TRAPPC9|83696_calculated,11.676,12.2153,8,q,
FAM91A1|157769_calculated,11.6304,16.1975,8,q,
DERL1|79139_calculated,11.6269,15.4395,8,q,
RB1CC1|9821_calculated,11.5675,10.0024,8,q,
DCAF13|25879_calculated,11.5326,20.5628,8,q,
EBAG9|9166_calculated,11.5283,14.6464,8,q,
GSDMD|79792_calculated,11.278,17.158,8,q,
NSMCE2|286053_calculated,11.0241,13.0578,8,q,
GGH|8836_calculated,11.0147,36.5223,8,q,
MED30|90390_calculated,10.9865,14.0102,8,q,
UBR5|51366_calculated,10.9851,10.2426,8,q,
TMEM70|54968_calculated,10.9425,14.4742,8,q,
SLC25A32|81034_calculated,10.502,12.7565,8,q,
CHCHD7|79145_calculated,10.3166,14.5499,8,q,
TMEM55A|55529_calculated,10.2531,3.2218,8,q,
ZHX1|11244_calculated,10.0452,8.7227,8,q,
RNF139|11236_calculated,9.9716,9.1092,8,q,
TATDN1|83940_calculated,9.8061,11.9895,8,q,
PLEKHF2|79666_calculated,9.6397,10.3817,8,q,
CYHR1|50626_calculated,9.3871,11.6951,8,q,
KIAA1429|25962_calculated,9.3105,9.548,8,q,
FBXL6|26233_calculated,9.2651,19.2683,8,q,
ZHX2|22882_calculated,9.1859,6.0576,8,q,
UBXN2B|137886_calculated,9.1741,8.6334,8,q,
SBSPON|157869_calculated,9.1571,2.5455,8,q,
SLC39A4|55630_calculated,9.0098,23.2129,8,q,
COPS5|10987_calculated,8.9484,12.0019,8,q,
CHMP4C|92421_calculated,8.8697,18.9454,8,q,
INTS8|55656_calculated,8.7663,11.8971,8,q,
TERF1|7013_calculated,8.7314,8.749,8,q,
TAF2|6873_calculated,8.7127,9.8758,8,q,
NRBP2|340371_calculated,8.6494,5.9105,8,q,
NCOA2|10499_calculated,8.6278,8.3895,8,q,
MSC|9242_calculated,8.6217,6.0356,8,q,
ST3GAL1|6482_calculated,8.3977,8.2384,8,q,
SQLE|6713_calculated,8.2211,19.9265,8,q,
PDP1|54704_calculated,8.0616,9.9304,8,q,
MFSD3|113655_calculated,7.9372,14.9105,8,q,
TP53INP1|94241_calculated,7.9344,5.7493,8,q,
OXR1|55074_calculated,7.9056,7.256,8,q,
RIPK2|8767_calculated,7.8705,12.1334,8,q,
POLR3D|661_calculated,7.8113,9.454,8,q,
RRM2B|50484_calculated,7.5788,7.8009,8,q,
SNAI2|6591_calculated,7.4549,5.8659,8,q,
PEX2|5828_calculated,7.3611,8.8509,8,q,
GLI4|2738_calculated,7.346,8.8671,8,q,
TGS1|96764_calculated,7.1234,9.508,8,q,
OPLAH|26873_calculated,7.1097,14.0575,8,q,
ARFGEF1|10565_calculated,7.0821,8.4716,8,q,
C8orf76|84933_calculated,7.0801,10.3916,8,q,
TRIQK|286144_calculated,6.9986,7.4537,8,q,
UBE2W|55284_calculated,6.993,7.5873,8,q,
MTFR1|9650_calculated,6.8565,11.9672,8,q,
STK3|6788_calculated,6.8449,7.9103,8,q,
PHF20L1|51105_calculated,6.7823,6.7703,8,q,
NIPAL2|79815_calculated,6.6809,6.8565,8,q,
UTP23|84294_calculated,6.3918,6.5538,8,q,
FABP5|2171_calculated,6.2431,12.5466,8,q,
NOV|4856_calculated,6.1122,2.5618,8,q,
LRRC14|9684_calculated,6.1092,7.0263,8,q,
WDYHV1|55093_calculated,6.1087,7.1412,8,q,
TMEM64|169200_calculated,5.9213,5.2289,8,q,
LRRC24|441381_calculated,5.9111,7.0078,8,q,
OSR2|116039_calculated,5.7924,4.2149,8,q,
OSGIN2|734_calculated,5.7866,5.8845,8,q,
ZNF623|9831_calculated,5.6992,5.471,8,q,
ADCK5|203054_calculated,5.5588,8.845,8,q,
ATAD2|29028_calculated,5.3931,10.8068,8,q,
COMMD5|28991_calculated,5.2867,7.127,8,q,
DPY19L4|286148_calculated,5.2756,5.7773,8,q,
LYNX1|66004_calculated,5.2542,5.1011,8,q,
ZNF252P|286101_calculated,5.2534,5.6075,8,q,
SYBU|55638_calculated,5.1836,4.408,8,q,
STAU2|27067_calculated,5.1677,5.312,8,q,
WISP1|8840_calculated,5.1427,3.0095,8,q,
E2F5|1875_calculated,5.0516,8.503,8,q,
TSPYL5|85453_calculated,4.9798,2.8276,8,q,
LRRCC1|85444_calculated,4.9425,5.8644,8,q,
ZC2HC1A|51101_calculated,4.9157,2.8106,8,q,
CRISPLD1|83690_calculated,4.9148,1.5104,8,q,
SLA|6503_calculated,4.8834,4.1471,8,q,
VCPIP1|80124_calculated,4.7659,4.7098,8,q,
KHDRBS3|10656_calculated,4.7248,4.5913,8,q,
TONSL|4796_calculated,4.7106,11.1553,8,q,
MIR937|100126338_calculated,4.6962,6.9662,8,q,
STMN2|11075_calculated,4.6629,0.6345,8,q,
TRMT12|55039_calculated,4.5853,4.6445,8,q,
TOP1MT|116447_calculated,4.5341,7.7898,8,q,
ZNF251|90987_calculated,4.5227,4.1822,8,q,
KIFC2|90990_calculated,4.4761,7.6739,8,q,
ZFP41|286128_calculated,4.423,5.067,8,q,
TIGD5|84948_calculated,4.3949,7.1203,8,q,
TMEM65|157378_calculated,4.3939,5.0097,8,q,
