gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
ISLR|3671_calculated,75.7719,38.2826,15,q,23-
SCAMP2|10066_calculated,50.6824,75.6115,15,q,23-
ETFA|2108_calculated,37.3283,50.9555,15,q,23-
CD276|80381_calculated,21.8575,23.2959,15,q,23-
C15orf27|123591_calculated,0.5422,0.4438,15,q,23-
ACSBG1|23205_calculated,0.4972,0.1651,15,q,23-
CYP11A1|1583_calculated,0.4074,0.2715,15,q,23-
LINC00597|81698_calculated,0.3706,0.1784,15,q,23-
LOXL1|4016_calculated,29.1079,17.5877,15,q,24-
TMED3|23423_calculated,28.8528,53.4695,15,q,24-
AKAP13|11214_calculated,14.0358,10.9964,15,q,24-
STOML1|9399_calculated,4.6499,4.85,15,q,24-
TM6SF1|53346_calculated,4.0949,1.9101,15,q,24-
PSTPIP1|9051_calculated,2.1942,1.605,15,q,24-
NTRK3|4916_calculated,0.5625,0.1167,15,q,24-
TBC1D2B|23102_calculated,10.8893,7.2645,15,q,24.3-
ANPEP|290_calculated,135.1079,262.2648,15,q,25-
IDH3A|3419_calculated,15.8061,22.8416,15,q,25.1-
NMB|4828_calculated,5.0331,7.8015,15,q,25.2-
CIB1|10519_calculated,99.4131,136.527,15,q,25.3-
RPLP1|6176_calculated,1871.9509,2157.3051,15,q,
RPL4|6124_calculated,346.2375,393.3859,15,q,
TPM1|7168_calculated,323.6748,59.5135,15,q,
GREM1|26585_calculated,221.4018,58.8182,15,q,
SYNM|23336_calculated,218.0828,12.6786,15,q,
ANXA2|302|1of2_calculated,185.9328,326.8246,15,q,
SRP14|6727_calculated,169.2781,164.119,15,q,
THBS1|7057_calculated,155.6459,60.153,15,q,
PDIA3|2923_calculated,108.6098,181.3457,15,q,
PHGR1|644844_calculated,107.1017,301.6909,15,q,
COX5A|9377_calculated,105.2905,187.7384,15,q,
IDH2|3418_calculated,90.7453,104.9954,15,q,
EID1|23741_calculated,88.6536,42.1373,15,q,
TSPAN3|10099_calculated,78.8997,117.2077,15,q,
IQGAP1|8826_calculated,69.1999,58.5421,15,q,
MFGE8|4240_calculated,63.6275,43.8443,15,q,
NPTN|27020_calculated,63.6002,48.0865,15,q,
CTSH|1512_calculated,59.3773,99.8776,15,q,
NGRN|51335_calculated,58.7669,52.0899,15,q,
SERF2|10169_calculated,56.181,74.9708,15,q,
RGMA|56963_calculated,52.2323,6.8068,15,q,
RBPMS2|348093_calculated,50.7512,4.8523,15,q,
RSL24D1|51187_calculated,49.0686,48.2693,15,q,
ABHD2|11057_calculated,48.9472,49.2512,15,q,
SPINT1|6692_calculated,46.3759,117.9997,15,q,
RPS27L|51065_calculated,44.0034,45.8167,15,q,
SEC11A|23478_calculated,42.2293,54.9865,15,q,
ARPP19|10776_calculated,42.1407,33.9587,15,q,
CHP1|11261_calculated,40.363,56.2089,15,q,
C15orf48|84419_calculated,36.8541,80.4043,15,q,
FURIN|5045_calculated,34.9732,53.5513,15,q,
MORF4L1|10933_calculated,34.1433,29.6484,15,q,
GCNT3|9245_calculated,33.3081,50.1837,15,q,
NR2F2|7026_calculated,33.2046,15.7025,15,q,
CASC4|113201_calculated,31.658,27.3187,15,q,
PTPLAD1|51495_calculated,30.5762,50.1408,15,q,
SNX22|79856_calculated,30.287,48.0178,15,q,
OAZ2|4947_calculated,29.6439,26.2804,15,q,
RAB11A|8766_calculated,29.2627,38.7482,15,q,
CSPG4|1464_calculated,28.6155,5.9589,15,q,
FBN1|2200_calculated,28.3538,11.6679,15,q,
SQRDL|58472_calculated,27.4701,44.6716,15,q,
EIF3J|8669_calculated,27.4601,31.9151,15,q,
ANP32A|8125_calculated,27.4018,38.7522,15,q,
SEMA4B|10509_calculated,26.3481,38.8454,15,q,
KLF13|51621_calculated,26.1972,22.2126,15,q,
HEXA|3073_calculated,25.8202,30.3472,15,q,
PSMA4|5685_calculated,25.2856,37.5681,15,q,
TJP1|7082_calculated,24.8628,16.8199,15,q,
CSK|1445_calculated,24.3333,34.61,15,q,
TCF12|6938_calculated,23.6677,19.7398,15,q,
IMP3|55272_calculated,23.2014,32.6985,15,q,
SPPL2A|84888_calculated,23.1908,23.4977,15,q,
PIAS1|8554_calculated,22.8255,19.4457,15,q,
MEF2A|4205_calculated,22.7386,10.5119,15,q,
GTF2A2|2958_calculated,22.6422,32.6709,15,q,
UBL7|84993_calculated,22.4737,30.595,15,q,
OIP5-AS1|729082_calculated,22.2427,17.5454,15,q,
ZFAND6|54469_calculated,21.7277,22.8628,15,q,
UBE3A|7337_calculated,21.2451,18.5832,15,q,
BTBD1|53339_calculated,21.0647,23.3887,15,q,
RTF1|23168_calculated,20.9824,19.3111,15,q,
SNAP23|8773_calculated,20.5914,21.1451,15,q,
UBE2Q2|92912_calculated,20.0649,11.75,15,q,
CYFIP1|23191_calculated,19.5264,21.5608,15,q,
LPCAT4|254531_calculated,19.0233,34.6841,15,q,
BNIP2|663_calculated,18.8727,11.7042,15,q,
ALDH1A3|220_calculated,18.0566,8.8674,15,q,
CRTC3|64784_calculated,17.4901,10.1341,15,q,
PLEKHO2|80301_calculated,17.1937,10.4628,15,q,
DUT|1854_calculated,16.9979,21.1595,15,q,
COPS2|9318_calculated,16.9001,14.2841,15,q,
SLTM|79811_calculated,16.6549,16.2589,15,q,
CLN6|54982_calculated,16.1528,28.5418,15,q,
ARIH1|25820_calculated,16.0535,14.4949,15,q,
ADAM10|102_calculated,16.0114,20.2342,15,q,
NIPA2|81614_calculated,15.9833,21.4473,15,q,
MESDC1|59274_calculated,15.9532,23.7546,15,q,
POLG|5428_calculated,15.3962,15.5269,15,q,
NDNL2|56160_calculated,15.0483,11.1427,15,q,
CLPX|10845_calculated,14.7965,15.19,15,q,
VPS39|23339_calculated,14.6867,10.655,15,q,
GATM|2628_calculated,14.6533,25.7911,15,q,
TTLL13|440307_calculated,14.6369,13.1295,15,q,
SNX33|257364_calculated,14.5773,12.5251,15,q,
TLE3|7090_calculated,14.329,14.1203,15,q,
SNRPN|6638|1of4_calculated,14.1458,6.3467,15,q,
SNX1|6642_calculated,14.0868,9.3698,15,q,
FGF7|2252_calculated,13.6392,2.8979,15,q,
EHD4|30844_calculated,13.6049,16.5704,15,q,
UNC45A|55898_calculated,13.5864,12.2067,15,q,
ARRDC4|91947_calculated,13.441,6.935,15,q,
PTPN9|5780_calculated,13.0917,13.7066,15,q,
COMMD4|54939_calculated,12.6991,19.2177,15,q,
CILP|8483_calculated,12.6772,3.1758,15,q,
FEM1B|10116_calculated,12.5333,8.2104,15,q,
FAM96A|84191_calculated,12.138,19.8375,15,q,
MAN2C1|4123_calculated,12.11,10.6345,15,q,
PML|5371_calculated,12.0802,12.6267,15,q,
CHSY1|22856_calculated,11.8247,9.8941,15,q,
C15orf38-AP3S2|100526783_calculated,11.8228,10.2725,15,q,
ZNF710|374655_calculated,11.754,10.4858,15,q,
MPI|4351_calculated,11.5931,13.9657,15,q,
MAP1A|4130_calculated,11.5474,2.4236,15,q,
MAPK6|5597_calculated,11.5393,17.3891,15,q,
CCPG1|9236_calculated,11.472,8.8255,15,q,
TMEM87A|25963_calculated,11.4628,12.7398,15,q,
MAN2A2|4122_calculated,11.2619,10.7369,15,q,
SNAPC5|10302_calculated,11.2362,11.8229,15,q,
ADPGK|83440|1of2_calculated,11.0431,15.2036,15,q,
SECISBP2L|9728_calculated,10.7782,6.5731,15,q,
CHST14|113189_calculated,10.5677,8.7529,15,q,
USP3|9960_calculated,10.5444,11.9971,15,q,
FAM219B|57184_calculated,10.5162,6.935,15,q,
C15orf39|56905_calculated,10.5113,14.4741,15,q,
MRPS11|64963_calculated,10.421,13.7123,15,q,
PARP6|56965_calculated,10.4082,8.6577,15,q,
LEO1|123169_calculated,10.401,13.6583,15,q,
NUSAP1|51203_calculated,10.2641,24.0994,15,q,
BAHD1|22893_calculated,10.2553,9.3713,15,q,
RPP25|54913_calculated,10.0526,19.8092,15,q,
AQR|9716_calculated,9.9896,11.007,15,q,
SNRPA1|6627_calculated,9.9821,17.7604,15,q,
USP8|9101_calculated,9.8578,9.1711,15,q,
CCNB2|9133_calculated,9.8291,24.9538,15,q,
CHD2|1106_calculated,9.7025,7.6391,15,q,
TRIP4|9325_calculated,9.5944,10.8034,15,q,
DNAJA4|55466_calculated,9.5844,9.7631,15,q,
ZNF592|9640_calculated,9.4866,9.0769,15,q,
CALML4|91860_calculated,9.453,14.1593,15,q,
RAB8B|51762_calculated,9.3261,6.0984,15,q,
GCOM1|145781_calculated,9.2902,7.1652,15,q,
ULK3|25989_calculated,9.2773,12.9134,15,q,
FAM98B|283742_calculated,9.0622,9.2882,15,q,
ZNF770|54989_calculated,8.8116,9.1521,15,q,
CATSPER2P1|440278_calculated,8.7455,14.5876,15,q,
GCHFR|2644_calculated,8.6894,21.8029,15,q,
HDDC3|374659_calculated,8.6511,14.6619,15,q,
DIS3L|115752_calculated,8.3359,7.3816,15,q,
SIN3A|25942_calculated,8.3337,7.5315,15,q,
KIAA0101|9768_calculated,8.1233,21.9718,15,q,
WDR61|80349_calculated,8.1172,8.8537,15,q,
CA12|771_calculated,8.0902,14.6652,15,q,
IREB2|3658_calculated,8.0818,8.6881,15,q,
WDR73|84942_calculated,8.0206,8.1953,15,q,
LYSMD2|256586_calculated,7.9489,8.8855,15,q,
PEAK1|79834_calculated,7.8889,4.2772,15,q,
LARP6|55323_calculated,7.879,3.2774,15,q,
PDCD7|10081_calculated,7.8557,7.1274,15,q,
TM2D3|80213_calculated,7.7875,8.3231,15,q,
PIGB|9488_calculated,7.7641,7.1458,15,q,
SPRED1|161742_calculated,7.6703,6.9306,15,q,
BCL2A1|597_calculated,7.6268,8.8001,15,q,
MESDC2|23184_calculated,7.5507,10.606,15,q,
PDE8A|5151_calculated,7.423,6.4356,15,q,
MEIS2|4212_calculated,7.3849,3.8515,15,q,
IGF1R|3480_calculated,7.3179,8.4383,15,q,
FBXO22-AS1|692224_calculated,7.3082,11.5461,15,q,
VPS13C|54832_calculated,7.305,5.0938,15,q,
PRC1|9055_calculated,7.2847,17.5689,15,q,
TMEM62|80021_calculated,7.2676,12.8738,15,q,
C2CD4B|388125_calculated,7.0344,10.9462,15,q,
RPAP1|26015_calculated,7.0192,7.5104,15,q,
AEN|64782_calculated,6.9011,10.5148,15,q,
MTMR10|54893_calculated,6.8463,5.5671,15,q,
AVEN|57099_calculated,6.8282,6.8013,15,q,
ACTC1|70_calculated,6.7916,1.2664,15,q,
LRRK1|79705_calculated,6.7829,5.1763,15,q,
MYO5C|55930_calculated,6.7596,9.4809,15,q,
SCAMP5|192683_calculated,6.7501,9.3211,15,q,
C15orf52|388115_calculated,6.7487,1.99,15,q,
EDC3|80153_calculated,6.7456,7.8798,15,q,
DTWD1|56986_calculated,6.6764,4.0629,15,q,
ISG20|3669_calculated,6.6681,12.3006,15,q,
SLCO3A1|28232_calculated,6.6554,6.3258,15,q,
GNB5|10681_calculated,6.6245,4.3728,15,q,
ZNF609|23060_calculated,6.5971,5.778,15,q,
CHRNA3|1136_calculated,6.5761,0.696,15,q,
HAUS2|55142_calculated,6.4633,6.9298,15,q,
SNUPN|10073_calculated,6.4565,7.1811,15,q,
SLC12A6|9990_calculated,6.4401,5.5943,15,q,
ZFYVE19|84936_calculated,6.4253,8.1891,15,q,
LACTB|114294_calculated,6.394,8.6111,15,q,
HMG20A|10363_calculated,6.3821,6.1271,15,q,
UBR1|197131_calculated,6.372,4.8226,15,q,
DPP8|54878_calculated,6.3026,4.8333,15,q,
DNAJC17|55192_calculated,6.2906,6.6962,15,q,
CELF6|60677_calculated,6.1667,6.5046,15,q,
BMF|90427_calculated,6.027,5.9824,15,q,
DLL4|54567_calculated,6.001,5.6422,15,q,
FAM174B|400451_calculated,5.9447,7.7058,15,q,
EFTUD1|79631_calculated,5.9391,10.9371,15,q,
EIF2AK4|440275_calculated,5.8982,5.6516,15,q,
TUBGCP4|27229_calculated,5.8829,6.5328,15,q,
HERC2|8924_calculated,5.7953,4.3522,15,q,
DUOXA2|405753_calculated,5.765,20.0749,15,q,
HERC1|8925_calculated,5.7595,3.2834,15,q,
GLCE|26035_calculated,5.7528,6.8324,15,q,
RNF111|54778_calculated,5.6898,5.3827,15,q,
FES|2242_calculated,5.681,4.4069,15,q,
CGNL1|84952_calculated,5.6721,2.0358,15,q,
DENND4A|10260_calculated,5.6007,3.8392,15,q,
FAM63B|54629_calculated,5.5732,3.2234,15,q,
LRRC57|255252_calculated,5.5713,6.3022,15,q,
STARD5|80765_calculated,5.5686,6.789,15,q,
TRPM7|54822_calculated,5.5426,4.8483,15,q,
C15orf41|84529_calculated,5.5328,4.9682,15,q,
PARP16|54956_calculated,5.5135,5.287,15,q,
LRRC28|123355_calculated,5.4571,6.1123,15,q,
GABPB1|2553_calculated,5.4286,6.2726,15,q,
MAP2K5|5607_calculated,5.3958,4.7753,15,q,
FBXL22|283807_calculated,5.3768,0.7446,15,q,
INO80|54617_calculated,5.3632,5.1445,15,q,
LYSMD4|145748_calculated,5.2329,3.0329,15,q,
KLHL25|64410_calculated,5.1954,6.3226,15,q,
C15orf57|90416_calculated,5.1465,5.198,15,q,
PLIN1|5346_calculated,5.0665,0.6551,15,q,
ZWILCH|55055_calculated,4.9935,8.3546,15,q,
FANCI|55215_calculated,4.8699,8.913,15,q,
RFX7|64864_calculated,4.8573,4.3021,15,q,
CRABP1|1381_calculated,4.7982,4.6468,15,q,
TTC23|64927_calculated,4.7756,2.3745,15,q,
C15orf61|145853_calculated,4.733,5.9469,15,q,
HAPLN3|145864_calculated,4.7253,6.6769,15,q,
HOMER2|9455_calculated,4.7222,5.8924,15,q,
MAPKBP1|23005_calculated,4.6628,3.3655,15,q,
PEX11A|8800_calculated,4.642,4.9878,15,q,
VPS33B|26276_calculated,4.5917,5.6771,15,q,
WHAMM|123720_calculated,4.5134,4.0392,15,q,
TARSL2|123283_calculated,4.4382,3.0276,15,q,
RHCG|51458_calculated,4.3626,76.0226,15,q,
C15orf40|123207_calculated,4.3011,4.8929,15,q,
ELL3|80237_calculated,4.246,5.6832,15,q,
NEDD4|4734_calculated,4.2338,2.355,15,q,
ALPK3|57538_calculated,4.1777,1.7542,15,q,
ZNF280D|54816_calculated,4.1173,2.4219,15,q,
NIPA1|123606_calculated,4.077,5.7063,15,q,
MGA|23269_calculated,4.07,3.3623,15,q,
CLK3|1198_calculated,4.0465,4.3993,15,q,
ASB7|140460_calculated,4.0315,4.0482,15,q,
CIB2|10518_calculated,4.0146,6.4624,15,q,
SPATA5L1|79029_calculated,3.9559,5.8261,15,q,
MTFMT|123263_calculated,3.9546,4.1238,15,q,
GDPGP1|390637_calculated,3.9455,3.2554,15,q,
IL16|3603_calculated,3.9215,2.1855,15,q,
ANXA2|302|2of2_calculated,3.898,6.8674,15,q,
HERC2P2|400322|1of2_calculated,3.8654,2.6301,15,q,
ZSCAN29|146050_calculated,3.8432,3.7743,15,q,
TNFAIP8L3|388121_calculated,3.7958,1.5596,15,q,
GOLGA8A|23015_calculated,3.7385,2.935,15,q,
LCMT2|9836_calculated,3.734,3.926,15,q,
FBXO22|26263_calculated,3.7308,5.2593,15,q,
MYO5A|4644_calculated,3.6465,1.9863,15,q,
SLC27A2|11001_calculated,3.5755,7.7329,15,q,
RPUSD2|27079_calculated,3.5652,4.856,15,q,
ARNT2|9915_calculated,3.4926,2.661,15,q,
RCCD1|91433_calculated,3.487,5.4615,15,q,
SLC28A2|9153_calculated,3.4521,7.0158,15,q,
ADAMTSL3|57188_calculated,3.439,0.6233,15,q,
PYGO1|26108_calculated,3.4007,0.9648,15,q,
PLCB2|5330_calculated,3.384,2.5523,15,q,
ARHGAP11A|9824_calculated,3.3825,6.7656,15,q,
SERINC4|619189_calculated,3.3744,2.2892,15,q,
HERC2P2|400322|2of2_calculated,3.3629,2.305,15,q,
TIPIN|54962_calculated,3.3229,5.6086,15,q,
MYEF2|50804_calculated,3.3181,0.8947,15,q,
KIF23|9493_calculated,3.3121,7.4898,15,q,
ATP10A|57194_calculated,3.3072,1.8824,15,q,
TMOD2|29767_calculated,3.2773,1.325,15,q,
APH1B|83464_calculated,3.2591,2.2712,15,q,
C15orf59|388135_calculated,3.2033,0.9303,15,q,
CDAN1|146059_calculated,3.1916,3.5145,15,q,
SCAPER|49855_calculated,3.1842,2.3364,15,q,
BUB1B|701_calculated,3.1201,7.5303,15,q,
DMXL2|23312_calculated,3.0928,3.0199,15,q,
CHAC1|79094_calculated,3.07,8.4544,15,q,
PCSK6|5046_calculated,3.059,4.1918,15,q,
ITPKA|3706_calculated,3.0564,9.3223,15,q,
MTHFS|10588_calculated,3.0551,4.5267,15,q,
CKMT1A|548596_calculated,3.0443,5.6404,15,q,
LINS|55180_calculated,3.0197,3.2191,15,q,
DET1|55070_calculated,3.0146,2.4925,15,q,
NEIL1|79661_calculated,2.9407,2.2305,15,q,
THSD4|79875_calculated,2.9355,1.9369,15,q,
GANC|2595_calculated,2.8741,2.625,15,q,
OIP5|11339_calculated,2.8455,6.7724,15,q,
SCG3|29106_calculated,2.7558,1.5048,15,q,
SHF|90525_calculated,2.7543,1.6285,15,q,
CKMT1B|1159_calculated,2.738,5.0703,15,q,
SEMA6D|80031_calculated,2.5849,1.432,15,q,
TUBGCP5|114791_calculated,2.577,2.4822,15,q,
WDR76|79968_calculated,2.577,3.8902,15,q,
KIF7|374654_calculated,2.5745,1.3306,15,q,
PPCDC|60490_calculated,2.5583,3.6837,15,q,
TTBK2|146057_calculated,2.5169,1.1046,15,q,
MNS1|55329_calculated,2.4654,3.1177,15,q,
STARD9|57519_calculated,2.4469,0.5004,15,q,
FAM103A1|83640_calculated,2.4209,3.5134,15,q,
ADAMTS7|11173_calculated,2.4175,2.4478,15,q,
RASGRP1|10125_calculated,2.4169,2.2461,15,q,
AP4E1|23431_calculated,2.3862,2.0882,15,q,
FMN1|342184|1of2_calculated,2.3692,2.5161,15,q,
PPIP5K1|9677|1of2_calculated,2.3521,2.8739,15,q,
ZNF774|342132_calculated,2.3169,1.8012,15,q,
SLC30A4|7782_calculated,2.2678,1.4193,15,q,
C2CD4A|145741_calculated,2.2147,5.8762,15,q,
RAD51|5888_calculated,2.2095,5.3665,15,q,
MRPL46|26589_calculated,2.2075,2.9843,15,q,
C15orf37|283687_calculated,2.2043,2.0215,15,q,
SLC24A1|9187_calculated,2.1957,1.8568,15,q,
IPW|3653_calculated,2.1488,0.426,15,q,
THAP10|56906_calculated,2.1445,2.2594,15,q,
ZSCAN2|54993_calculated,2.1291,1.8439,15,q,
GOLGA8B|440270_calculated,2.0233,1.3208,15,q,
LINGO1|84894_calculated,1.9912,3.4613,15,q,
FAH|2184_calculated,1.9525,2.5588,15,q,
ARID3B|10620_calculated,1.9296,2.893,15,q,
LRRC49|54839_calculated,1.9258,0.9065,15,q,
MEX3B|84206_calculated,1.8334,1.1814,15,q,
MCTP2|55784_calculated,1.8068,2.0814,15,q,
IGDCC4|57722_calculated,1.7632,1.001,15,q,
PAQR5|54852_calculated,1.7344,1.8802,15,q,
WDR72|256764_calculated,1.7314,3.3595,15,q,
MIR1304|100302240_calculated,1.7199,2.1436,15,q,
CAPN3|825_calculated,1.6896,1.0943,15,q,
DAPK2|23604_calculated,1.6877,2.0708,15,q,
BLM|641_calculated,1.6828,3.3456,15,q,
CASC5|57082_calculated,1.6789,3.1395,15,q,
SNRPN|6638|2of4_calculated,1.6697,0.3657,15,q,
GABRB3|2562_calculated,1.6081,1.3613,15,q,
PLA2G4F|255189_calculated,1.5822,3.4085,15,q,
ALDH1A2|8854_calculated,1.5544,0.7658,15,q,
UBE2Q2P1|388165_calculated,1.5421,0.6702,15,q,
ANKDD1A|348094_calculated,1.5195,0.6638,15,q,
ISL2|64843_calculated,1.5042,0.6623,15,q,
MIR631|693216_calculated,1.4994,1.0218,15,q,
DISP2|85455_calculated,1.4853,1.8276,15,q,
ADAL|161823_calculated,1.4836,1.2677,15,q,
PAK6|56924_calculated,1.4411,3.7214,15,q,
CHRNA5|1138_calculated,1.4384,2.1003,15,q,
MIR1469|100302258_calculated,1.4229,1.072,15,q,
ISLR2|57611_calculated,1.4038,0.604,15,q,
CORO2B|10391_calculated,1.382,0.5393,15,q,
HERC2P9|440248_calculated,1.3735,0.9739,15,q,
FAM81A|145773_calculated,1.3531,2.4146,15,q,
STRA6|64220_calculated,1.3371,2.6761,15,q,
AQP9|366_calculated,1.3274,2.4891,15,q,
ODF3L1|161753_calculated,1.3208,0.7082,15,q,
DUOX1|53905_calculated,1.2704,3.9195,15,q,
ADPGK|83440|2of2_calculated,1.2546,1.2606,15,q,
WASH3P|374666_calculated,1.2474,1.1702,15,q,
DYX1C1|161582_calculated,1.2185,1.7368,15,q,
SNRPN|6638|4of4_calculated,1.2113,1.0859,15,q,
SNORD16|595097_calculated,1.1897,1.724,15,q,
MIR630|693215_calculated,1.1746,0.6224,15,q,
SPESP1|246777_calculated,1.1181,0.7508,15,q,
PIF1|80119_calculated,1.118,1.6391,15,q,
CEP152|22995_calculated,1.0978,1.2064,15,q,
MESP1|55897_calculated,1.0726,2.1868,15,q,
DUOXA1|90527_calculated,1.0696,4.4012,15,q,
ACAN|176_calculated,1.014,1.3663,15,q,
SENP8|123228_calculated,0.9732,0.9525,15,q,
USP50|373509_calculated,0.95,0.7894,15,q,
HDC|3067_calculated,0.9433,0.5014,15,q,
PGBD4|161779_calculated,0.8932,0.6382,15,q,
FRMD5|84978_calculated,0.8925,1.6883,15,q,
SLC24A5|283652_calculated,0.8607,0.2285,15,q,
C15orf62|643338_calculated,0.8578,1.1878,15,q,
SNORD116-24|100033435_calculated,0.8381,0.1567,15,q,
WHAMMP3|339005_calculated,0.8186,0.2164,15,q,
GLDN|342035_calculated,0.8148,0.4156,15,q,
SNORD109B|338429|1of2_calculated,0.7949,0.1545,15,q,
NRG4|145957_calculated,0.7853,1.0386,15,q,
ARHGAP11B|89839_calculated,0.7798,1.0469,15,q,
SNORD116-20|100033431_calculated,0.7786,0.1335,15,q,
FAM189A1|23359_calculated,0.7427,0.3519,15,q,
RHOV|171177_calculated,0.7395,6.8022,15,q,
PATL2|197135_calculated,0.7382,0.489,15,q,
LCTL|197021_calculated,0.7054,1.2102,15,q,
AP3B2|8120_calculated,0.6945,0.4021,15,q,
CATSPER2|117155_calculated,0.6892,0.56,15,q,
BCL2L10|10017_calculated,0.6706,1.268,15,q,
ATP8B4|79895_calculated,0.6626,0.3287,15,q,
CHRNB4|1143_calculated,0.661,0.1418,15,q,
ADAMTS17|170691_calculated,0.6593,0.639,15,q,
TEX9|374618_calculated,0.6106,0.6586,15,q,
UBAP1L|390595_calculated,0.6075,0.2829,15,q,
SNORD18A|595098_calculated,0.5988,0.7193,15,q,
PRTG|283659_calculated,0.5972,0.151,15,q,
MIR1972-1|100302243_calculated,0.5493,0.2738,15,q,
CHRNA7|1139_calculated,0.543,0.8013,15,q,
CPEB1|64506_calculated,0.5387,0.0875,15,q,
SV2B|9899_calculated,0.5354,0.1979,15,q,
SNORD116-2|100033414|1of2_calculated,0.5194,0.2519,15,q,
ASB9P1|728619_calculated,0.4887,0.278,15,q,
HMGN2P46|283651_calculated,0.4532,0.5877,15,q,
KIAA1024|23251_calculated,0.4519,0.3525,15,q,
WHAMMP2|440253_calculated,0.4275,0.0992,15,q,
SPTBN5|51332_calculated,0.4071,0.6294,15,q,
GRAMD2|196996_calculated,0.3941,0.8196,15,q,
BNC1|646_calculated,0.3864,0.3711,15,q,
ANP32A-IT1|80035_calculated,0.3821,0.2148,15,q,
SNORD116-1|100033413_calculated,0.3788,0.1214,15,q,
HERC2P3|283755_calculated,0.3692,0.2677,15,q,
SNORD116-2|100033414|2of2_calculated,0.3689,0.1313,15,q,
HSP90AB4P|664618_calculated,0.3686,0.2584,15,q,
GABRA5|2558_calculated,0.3625,0.0299,15,q,
FMN1|342184|2of2_calculated,0.3493,0.1504,15,q,
SNORD18B|595099_calculated,0.3387,0.4967,15,q,
TYRO3P|7302_calculated,0.3307,0.149,15,q,
CYP1A1|1543_calculated,0.327,0.3194,15,q,
ANKRD63|100131244_calculated,0.3227,0.0469,15,q,
OTUD7A|161725_calculated,0.3152,0.149,15,q,
RASGRF1|5923_calculated,0.3006,0.396,15,q,
SCARNA15|677778|2of2_calculated,0.3006,0.4083,15,q,
OCA2|4948_calculated,0.2847,0.4984,15,q,
IQCH|64799_calculated,0.2828,0.5338,15,q,
