gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
C16orf58|64755_calculated,15.6809,20.1584,16,p,
TMEM204|79652_calculated,15.3791,8.9043,16,p,
ZNF768|79724_calculated,15.0465,17.4588,16,p,
TPSB2|64499_calculated,14.8447,11.6978,16,p,
INO80E|283899_calculated,14.8334,18.3367,16,p,
TMEM159|57146_calculated,14.7395,11.6703,16,p,
THOC6|79228_calculated,14.6124,21.6277,16,p,
METRN|79006_calculated,14.4138,18.793,16,p,
ERN2|10595_calculated,14.3811,19.6342,16,p,
CARHSP1|23589_calculated,13.9699,20.2078,16,p,
NPRL3|8131_calculated,13.8636,17.0838,16,p,
TBC1D10B|26000_calculated,13.5165,19.3338,16,p,
KCTD5|54442_calculated,13.506,23.4022,16,p,
VASN|114990_calculated,13.488,9.8463,16,p,
PARN|5073_calculated,13.4372,14.1274,16,p,
THUMPD1|55623_calculated,13.3501,10.9783,16,p,
FOPNL|123811_calculated,13.2906,15.1687,16,p,
PMM2|5373_calculated,13.1496,22.0921,16,p,
RAB11FIP3|9727_calculated,12.8997,9.5731,16,p,
SPSB3|90864_calculated,12.8947,13.2198,16,p,
FAM173A|65990_calculated,12.8468,18.5886,16,p,
HMOX2|3163_calculated,12.7981,20.3356,16,p,
MLST8|64223_calculated,12.4237,17.8443,16,p,
CLN3|1201_calculated,12.3986,20.1224,16,p,
LCMT1|51451_calculated,12.3734,16.684,16,p,
PIGQ|9091|2of2_calculated,12.3379,15.3231,16,p,
PLK1|5347_calculated,12.336,34.4002,16,p,
PPL|5493_calculated,12.1999,28.26,16,p,
KIF22|3835_calculated,12.1336,24.0245,16,p,
GP2|2813_calculated,11.9787,25.915,16,p,
AXIN1|8312_calculated,11.8965,15.5192,16,p,
HAGH|3029_calculated,11.7148,11.8513,16,p,
RAB40C|57799_calculated,11.5554,17.2515,16,p,
ORAI3|93129_calculated,11.5248,9.9833,16,p,
RHOT2|89941_calculated,11.3951,14.5465,16,p,
SNRNP25|79622_calculated,11.3771,17.2672,16,p,
ADCY9|115_calculated,11.3291,5.5866,16,p,
GGA2|23062_calculated,10.9959,9.9903,16,p,
CD2BP2|10421_calculated,10.9799,12.6216,16,p,
NPW|283869_calculated,10.9048,10.8093,16,p,
NTHL1|4913_calculated,10.8942,15.4187,16,p,
SOCS1|8651_calculated,10.8675,15.1433,16,p,
PRKCB|5579_calculated,10.846,2.2956,16,p,
UBFD1|56061_calculated,10.7324,11.6348,16,p,
SPNS1|83985_calculated,10.6961,15.3961,16,p,
COG7|91949_calculated,10.6392,12.4014,16,p,
CTF1|1489_calculated,10.3391,3.4298,16,p,
NFATC2IP|84901_calculated,10.2993,10.4552,16,p,
SNHG9|735301_calculated,10.2971,13.7334,16,p,
PAQR4|124222_calculated,10.2498,21.5157,16,p,
FAHD1|81889_calculated,10.2296,12.7949,16,p,
POLR3K|51728_calculated,10.057,17.0505,16,p,
NOMO1|23420_calculated,10.0418,12.7803,16,p,
SETD1A|9739_calculated,9.7609,9.9215,16,p,
LYRM1|57149_calculated,9.7541,8.9359,16,p,
CORO7-PAM16|100529144_calculated,9.72,12.4722,16,p,
C16orf62|57020_calculated,9.6828,5.7661,16,p,
PRSS22|64063_calculated,9.6492,21.1151,16,p,
RRN3|54700_calculated,9.5241,10.2111,16,p,
UBN1|29855_calculated,9.485,10.5182,16,p,
KAT8|84148_calculated,9.378,9.0396,16,p,
TBL3|10607_calculated,9.3776,13.6303,16,p,
SNN|8303_calculated,9.3346,6.9134,16,p,
TELO2|9894_calculated,9.1836,11.8158,16,p,
TAOK2|9344_calculated,9.1608,9.8324,16,p,
RBBP6|5930_calculated,9.0924,7.8093,16,p,
RHBDF1|64285_calculated,8.9357,10.2689,16,p,
PIGQ|9091|1of2_calculated,8.9241,10.172,16,p,
SMG1|23049_calculated,8.9165,7.6402,16,p,
ROGDI|79641_calculated,8.7701,6.6119,16,p,
CIITA|4261_calculated,8.7102,7.8478,16,p,
DCTN5|84516_calculated,8.6387,8.9099,16,p,
SLC5A2|6524_calculated,8.5909,11.6709,16,p,
FAM86A|196483_calculated,8.5563,10.9879,16,p,
EEF2K|29904_calculated,8.5397,7.3525,16,p,
C16orf89|146556_calculated,8.3041,4.5569,16,p,
RPUSD1|113000_calculated,8.1847,15.0919,16,p,
MKL2|57496_calculated,7.9173,4.7507,16,p,
TFAP4|7023_calculated,7.7743,10.7322,16,p,
E4F1|1877_calculated,7.763,9.0756,16,p,
TNRC6A|27327_calculated,7.7476,5.1715,16,p,
FLYWCH1|84256_calculated,7.7465,5.4578,16,p,
DECR2|26063_calculated,7.6104,11.2657,16,p,
QPRT|23475_calculated,7.4058,13.5423,16,p,
ZNF747|65988_calculated,7.0892,6.1217,16,p,
PGP|283871_calculated,7.0713,10.4724,16,p,
IQCK|124152_calculated,6.9357,8.1457,16,p,
FBXL19|54620_calculated,6.9003,10.1499,16,p,
ZNF629|23361_calculated,6.824,7.0438,16,p,
ZNF688|146542_calculated,6.8101,6.7403,16,p,
NUDT16L1|84309_calculated,6.7246,9.68,16,p,
SH2B1|25970_calculated,6.6827,6.7984,16,p,
SEPT1|1731_calculated,6.6476,5.0351,16,p,
ZNF205|7755_calculated,6.3813,7.8597,16,p,
PDPK1|5170|1of2_calculated,6.3476,5.8748,16,p,
UBE2MP1|606551_calculated,6.3304,8.5901,16,p,
HIRIP3|8479_calculated,6.3104,6.1978,16,p,
RABEP2|79874_calculated,6.2533,7.4415,16,p,
ALG1|56052_calculated,6.2024,8.2412,16,p,
CPPED1|55313_calculated,6.098,5.9821,16,p,
METTL22|79091_calculated,6.0187,4.6264,16,p,
PKMYT1|9088_calculated,5.998,15.7366,16,p,
MAPK8IP3|23162_calculated,5.9266,4.7563,16,p,
CLEC16A|23274_calculated,5.8829,6.1578,16,p,
KCTD13|253980_calculated,5.8781,6.5979,16,p,
CRAMP1L|57585_calculated,5.8227,5.1264,16,p,
WDR24|84219_calculated,5.8113,6.715,16,p,
POLR3E|55718_calculated,5.7682,6.8307,16,p,
ITGAX|3687_calculated,5.5808,4.4461,16,p,
NAGPA|51172_calculated,5.5556,7.0698,16,p,
IGSF6|10261_calculated,5.521,5.9943,16,p,
ZNF267|10308_calculated,5.4498,6.0014,16,p,
AMDHD2|51005_calculated,5.4155,6.1116,16,p,
COQ7|10229_calculated,5.3712,4.7831,16,p,
XYLT1|64131_calculated,5.3006,3.4012,16,p,
SULT1A1|6817_calculated,5.2957,8.7837,16,p,
ZNF500|26048_calculated,5.2697,4.0016,16,p,
ZNF785|146540|1of2_calculated,5.2323,3.805,16,p,
ABCA3|21_calculated,5.2051,3.0304,16,p,
ASPHD1|253982_calculated,5.1808,9.573,16,p,
EARS2|124454_calculated,5.1155,7.1536,16,p,
ZNF213|7760_calculated,5.1148,5.3778,16,p,
ACSM3|6296_calculated,5.0319,9.5497,16,p,
C16orf91|283951_calculated,4.9701,7.5345,16,p,
LUC7L|55692_calculated,4.956,4.1289,16,p,
ZNF689|115509_calculated,4.8943,4.9135,16,p,
MPV17L|255027_calculated,4.8758,4.0741,16,p,
CD19|930_calculated,4.8282,2.5874,16,p,
ZNF764|92595_calculated,4.6931,4.8842,16,p,
PRSS21|10942_calculated,4.6707,7.6859,16,p,
IFT140|9742_calculated,4.6065,4.0629,16,p,
CHP2|63928_calculated,4.389,8.5414,16,p,
TMEM186|25880_calculated,4.3671,5.6483,16,p,
ZNF785|146540|2of2_calculated,4.3636,3.1515,16,p,
ZNF174|7727_calculated,4.3558,3.8032,16,p,
ANKS4B|257629_calculated,4.329,7.2029,16,p,
ZNF646|9726_calculated,4.3119,4.6604,16,p,
ZNF75A|7627_calculated,4.061,3.3641,16,p,
ZNF48|197407_calculated,4.0414,3.8817,16,p,
ZNF263|10127_calculated,4.0409,3.8338,16,p,
ERI2|112479_calculated,4.0067,5.2618,16,p,
PDIA2|64714_calculated,3.9698,7.0548,16,p,
SPN|6693_calculated,3.9309,2.7548,16,p,
LMF1|64788|1of2_calculated,3.8166,3.0159,16,p,
PHKG2|5261_calculated,3.7708,5.2831,16,p,
CCDC64B|146439_calculated,3.7521,6.3509,16,p,
RMI2|116028_calculated,3.725,8.2324,16,p,
TPSD1|23430_calculated,3.7168,4.0649,16,p,
NARFL|64428_calculated,3.7134,4.6032,16,p,
ZNF668|79759_calculated,3.6333,4.0762,16,p,
UNKL|64718_calculated,3.6215,2.5302,16,p,
PALB2|79728_calculated,3.6052,4.7113,16,p,
CCNF|899_calculated,3.6008,7.931,16,p,
ZNF771|51333_calculated,3.5962,4.3023,16,p,
APOBR|55911_calculated,3.5769,4.2807,16,p,
NOMO2|283820_calculated,3.5381,4.4834,16,p,
ARMC5|79798_calculated,3.4995,3.8052,16,p,
GDPD3|79153_calculated,3.469,7.1578,16,p,
WDR90|197335_calculated,3.3839,4.6878,16,p,
ABAT|18_calculated,3.369,4.2702,16,p,
DNASE1|1773_calculated,3.3112,7.0845,16,p,
C16orf54|283897_calculated,3.2941,2.1322,16,p,
CLUAP1|23059_calculated,3.2802,2.4597,16,p,
RRN3P3|100131998_calculated,3.2697,2.1343,16,p,
DCUN1D3|123879_calculated,3.1938,2.8326,16,p,
NOXO1|124056_calculated,3.1919,7.3574,16,p,
CCP110|9738_calculated,3.1463,2.7573,16,p,
ITGAM|3684_calculated,3.0328,2.5951,16,p,
CEMP1|752014_calculated,3.0125,2.9771,16,p,
TPSG1|25823_calculated,2.9432,1.742,16,p,
NLRC3|197358_calculated,2.8446,1.4964,16,p,
TMC7|79905_calculated,2.7142,3.5068,16,p,
ATF7IP2|80063_calculated,2.623,2.924,16,p,
CASKIN1|57524_calculated,2.5455,3.8174,16,p,
ARHGDIG|398_calculated,2.3492,2.691,16,p,
CHTF18|63922_calculated,2.3182,4.7278,16,p,
C16orf52|730094_calculated,2.2962,1.5895,16,p,
HAGHL|84264_calculated,2.191,4.0153,16,p,
IGFALS|3483_calculated,2.1861,3.135,16,p,
ZNF200|7752_calculated,2.1148,2.6472,16,p,
USP31|57478_calculated,2.053,1.919,16,p,
EIF3C|8663|1of2_calculated,2.0355,2.8184,16,p,
PRRT2|112476_calculated,1.9992,0.8233,16,p,
SLX4|84464_calculated,1.993,1.8292,16,p,
RRN3P1|730092_calculated,1.9869,1.3017,16,p,
TIGD7|91151_calculated,1.9686,1.3304,16,p,
DOC2A|8448_calculated,1.9545,2.5286,16,p,
ANKS3|124401_calculated,1.9509,1.5966,16,p,
TNFRSF17|608_calculated,1.9496,3.564,16,p,
ZNF597|146434_calculated,1.9297,1.9133,16,p,
ERCC4|2072_calculated,1.9264,1.3352,16,p,
SYT17|51760_calculated,1.9149,1.752,16,p,
FBXL16|146330_calculated,1.9117,3.0251,16,p,
BAIAP3|8938_calculated,1.8935,1.9937,16,p,
SOX8|30812_calculated,1.8742,2.6163,16,p,
PRSS33|260429_calculated,1.8651,1.6196,16,p,
RGS11|8786_calculated,1.8563,1.026,16,p,
ZNF720|124411_calculated,1.7953,1.497,16,p,
SNORA10|574042_calculated,1.7596,3.3748,16,p,
HS3ST2|9956_calculated,1.6875,1.3476,16,p,
IL21R|50615_calculated,1.6768,1.6322,16,p,
SLC7A5P2|387254_calculated,1.6383,0.9797,16,p,
SNORA64|26784|1of2_calculated,1.6188,2.4675,16,p,
EME2|197342_calculated,1.6094,1.8038,16,p,
SYNGR3|9143_calculated,1.5951,2.2135,16,p,
MMP25|64386_calculated,1.588,1.9324,16,p,
SNORD60|26788_calculated,1.5779,2.175,16,p,
ABCC6|368_calculated,1.5211,1.7812,16,p,
SULT1A2|6799_calculated,1.376,3.683,16,p,
KDM8|79831_calculated,1.2754,1.3534,16,p,
NOMO3|408050_calculated,1.2546,1.4948,16,p,
PKD1P1|339044_calculated,1.2366,0.845,16,p,
CLDN6|9074_calculated,1.1813,9.646,16,p,
GRIN2A|2903_calculated,1.1567,0.1993,16,p,
ERVK13-1|100507321_calculated,1.1387,0.7209,16,p,
LMF1|64788|2of2_calculated,1.1001,0.9748,16,p,
C16orf59|80178_calculated,1.0891,2.863,16,p,
RAB26|25837_calculated,1.0493,1.4553,16,p,
SBK1|388228_calculated,1.0466,2.4416,16,p,
RHBDL1|9028_calculated,1.013,1.4727,16,p,
FBXL19-AS1|283932_calculated,1.006,0.9659,16,p,
ZKSCAN2|342357_calculated,0.9699,0.9195,16,p,
SLC7A5P1|81893_calculated,0.9353,1.0479,16,p,
RRN3P2|653390_calculated,0.9338,0.5535,16,p,
CRYM|1428_calculated,0.7855,1.0668,16,p,
C16orf93|90835_calculated,0.7762,1.2039,16,p,
TBX6|6911_calculated,0.7672,1.2721,16,p,
ABCC6P2|730013_calculated,0.6707,1.1156,16,p,
CLDN9|9080_calculated,0.6374,1.4574,16,p,
PRSS27|83886_calculated,0.6243,3.3758,16,p,
PRSS36|146547_calculated,0.6138,1.1895,16,p,
SNX29P2|440352_calculated,0.6048,0.2215,16,p,
SNORA78|677844_calculated,0.5938,0.7933,16,p,
SRL|6345_calculated,0.5883,0.2288,16,p,
ZG16|653808_calculated,0.5738,4.1546,16,p,
KREMEN2|79412_calculated,0.5219,1.1276,16,p,
SSTR5|6755_calculated,0.515,0.8001,16,p,
NHLRC4|283948_calculated,0.5086,0.268,16,p,
EIF3C|8663|2of2_calculated,0.5019,0.6876,16,p,
TRIM72|493829|1of2_calculated,0.4913,0.5987,16,p,
ZNF843|283933_calculated,0.4629,0.1958,16,p,
ATP2A1|487_calculated,0.4585,0.5418,16,p,
NTN3|4917_calculated,0.4327,0.1196,16,p,
BOLA2|552900_calculated,0.4269,0.4312,16,p,
MEFV|4210_calculated,0.4174,0.4655,16,p,
WFIKKN1|117166_calculated,0.4097,0.4034,16,p,
TRIM72|493829|2of2_calculated,0.4084,0.5966,16,p,
SNX29P1|400509_calculated,0.3922,0.1541,16,p,
CCDC154|645811_calculated,0.3532,0.5635,16,p,
C16orf71|146562_calculated,0.3487,0.3046,16,p,
ABCC6P1|653190_calculated,0.3355,0.5481,16,p,
ACSM5|54988_calculated,0.3346,0.1538,16,p,
DNASE1L2|1775_calculated,0.3338,0.4346,16,p,
SEC14L5|9717_calculated,0.3327,0.337,16,p,
CCDC78|124093_calculated,0.3321,0.4998,16,p,
SLX1B|79008|2of2_calculated,0.3313,0.4339,16,p,
LINC00235|64493_calculated,0.3309,0.2536,16,p,
PRSS30P|124221_calculated,0.3212,0.7091,16,p,
ACSM1|116285_calculated,0.298,0.3922,16,p,
MIR940|100126328_calculated,0.2886,0.2775,16,p,
PRSS41|360226_calculated,0.2748,0.5297,16,p,
SULT1A3|6818|2of2_calculated,0.2744,0.3262,16,p,
MYLPF|29895_calculated,0.2652,0.3174,16,p,
HS3ST6|64711_calculated,0.2539,1.8428,16,p,
SCNN1G|6340_calculated,0.2491,0.8127,16,p,
SHISA9|729993_calculated,0.2382,0.0462,16,p,
MIR1225|100188847_calculated,0.2359,0.1669,16,p,
SNORA30|677813|1of2_calculated,0.226,0.1088,16,p,
COX6A2|1339_calculated,0.1987,0.1812,16,p,
PDILT|204474_calculated,0.194,0.4919,16,p,
PDPK1|5170|2of2_calculated,0.1763,0.1359,16,p,
CRYM-AS1|400508_calculated,0.1759,0.167,16,p,
TEKT5|146279_calculated,0.161,0.1666,16,p,
BCAR4|400500_calculated,0.1522,0.7001,16,p,
GNG13|51764_calculated,0.1273,0.6324,16,p,
SLC5A11|115584_calculated,0.1266,0.2476,16,p,
PDZD9|255762_calculated,0.1211,0.061,16,p,
DNAH3|55567_calculated,0.1187,0.1476,16,p,
OTOA|146183_calculated,0.1175,0.0748,16,p,
OR2C1|4993_calculated,0.1069,0.0356,16,p,
IL27|246778_calculated,0.1023,0.1654,16,p,
PTX4|390667_calculated,0.0941,0.0826,16,p,
MTRNR2L4|100463285_calculated,0.0909,0.0429,16,p,
MIR662|724032_calculated,0.0875,0.2413,16,p,
SNORA64|26784|2of2_calculated,0.08,0.045,16,p,
CLEC19A|728276_calculated,0.0785,0.059,16,p,
AHSP|51327_calculated,0.078,0.0811,16,p,
TMEM114|283953_calculated,0.075,0.1219,16,p,
MIR365A|100126355_calculated,0.0723,0.0299,16,p,
MSLNL|401827_calculated,0.0716,0.1793,16,p,
FAM57B|83723_calculated,0.0706,0.1073,16,p,
C16orf96|342346_calculated,0.0684,0.0387,16,p,
ABCA17P|650655_calculated,0.0661,0.124,16,p,
HERC2P4|440362_calculated,0.0577,0.0855,16,p,
PYDC1|260434_calculated,0.0577,0.1967,16,p,
HBQ1|3049_calculated,0.0576,0.1717,16,p,
PRR25|388199_calculated,0.0573,0.0465,16,p,
C16orf90|646174_calculated,0.0558,0.0287,16,p,
LINC00514|283875_calculated,0.0471,0.0708,16,p,
SEPT12|124404_calculated,0.0465,0.0348,16,p,
AQP8|343_calculated,0.0439,0.0647,16,p,
GSG1L|146395_calculated,0.0436,0.0168,16,p,
VWA3A|146177_calculated,0.0435,0.0348,16,p,
HBM|3042_calculated,0.0352,0.0391,16,p,
RBFOX1|54715_calculated,0.0342,0.019,16,p,
HS3ST4|9951_calculated,0.0276,0.4538,16,p,
MIR548H2|100313773_calculated,0.0263,0.0202,16,p,
C1QTNF8|390664_calculated,0.0241,0.0503,16,p,
OR1F1|4992_calculated,0.0239,0.0312,16,p,
PRM3|58531_calculated,0.0226,0.0071,16,p,
ZSCAN10|84891_calculated,0.0225,0.048,16,p,
C16orf92|146378_calculated,0.0209,0.0365,16,p,
HBZ|3050_calculated,0.0206,0.02,16,p,
RPL3L|6123_calculated,0.0199,0.0229,16,p,
MIR193B|574455_calculated,0.0198,0.0062,16,p,
ACSM2B|348158_calculated,0.0197,0.0194,16,p,
OR1F2P|26184_calculated,0.019,0.0195,16,p,
SLX1B|79008|1of2_calculated,0.018,0.0207,16,p,
UMOD|7369_calculated,0.018,0.0695,16,p,
ZP2|7783_calculated,0.0166,0.0181,16,p,
RNF151|146310_calculated,0.0165,0.0259,16,p,
PRM2|5620_calculated,0.0157,0.0139,16,p,
ACSM2A|123876_calculated,0.0138,0.0071,16,p,
PRM1|5619_calculated,0.0133,0.0284,16,p,
C16orf82|162083_calculated,0.0123,0.0059,16,p,
SULT1A3|6818|1of2_calculated,0.0104,0.011,16,p,
CACNG3|10368_calculated,0.0095,0.0105,16,p,
TNP2|7142_calculated,0.0065,0.0065,16,p,
SLC6A10P|386757_calculated,0.0062,0.1701,16,p,
GPR139|124274_calculated,0.006,0.0068,16,p,
LINC00273|649159_calculated,0.006,0.0049,16,p,
SNORA30|677813|2of2_calculated,0.0055,0.0052,16,p,
DDX11L10|100287029_calculated,0.0026,0.0118,16,p,
BOLA2B|654483_calculated,0.0023,0.0044,16,p,
MIR3179-1|100422960|1of3_calculated,0.0022,0.0059,16,p,
VN1R3|317702_calculated,0.0018,0.0021,16,p,
MIR3179-1|100422960|2of3_calculated,0,0,16,p,
MIR3179-1|100422960|3of3_calculated,0,0,16,p,
TP53TG3B|729355|1of2_calculated,0,0.0003,16,p,
TP53TG3B|729355|2of2_calculated,0,0,16,p,
TP53TG3C|653550_calculated,0,0,16,p,
NQO1|1728_calculated,54.7633,116.1424,16,q,12-
PHKB|5257_calculated,11.7641,11.3994,16,q,12-
CYLD|1540_calculated,4.6355,3.0943,16,q,12-
MMP2|4313_calculated,154.0745,87.8578,16,q,13-
POLR2C|5432_calculated,23.3477,29.1416,16,q,13-
KIFC3|3801_calculated,4.8149,5.2611,16,q,13-
CTCF|10664_calculated,16.6775,18.5683,16,q,21-
NDRG4|65009_calculated,1.5646,1,16,q,21-
GLG1|2734_calculated,28.706,23.2391,16,q,22-
BCAR1|9564_calculated,15.5023,24.3835,16,q,22-
MAF|4094_calculated,13.8213,8.4801,16,q,22-
TK2|7084_calculated,4.2981,4.2395,16,q,22-
CMTM3|123920_calculated,14.9015,10.9828,16,q,22.1-
CMTM4|146223_calculated,6.9839,10.7061,16,q,22.1-
FBXL8|55336_calculated,5.4126,6.0377,16,q,22.1-
PARD6A|50855_calculated,4.2283,4.9223,16,q,22.1-
DDX28|55794_calculated,3.5848,5.4106,16,q,22.1-
CMTM2|146225_calculated,0.378,0.4931,16,q,22.1-
CFDP1|10428_calculated,16.0137,17.6367,16,q,22.2-
WWOX|51741_calculated,3.3487,3.5994,16,q,23.3-
NECAB2|54550_calculated,0.0963,0.0869,16,q,23.3-
HSD17B2|3294_calculated,14.7273,46.3707,16,q,24.1-
ZC3H18|124245_calculated,9.9611,13.5066,16,q,24.2-
MT2A|4502_calculated,264.7122,250.9305,16,q,
RPL13|6137_calculated,225.0894,262.2399,16,q,
MT1G|4495_calculated,99.8147,132.6991,16,q,
COX4I1|1327_calculated,96.9826,133.5894,16,q,
COTL1|23406_calculated,93.4347,140.522,16,q,
MT1E|4493_calculated,80.8656,85.172,16,q,
MT1A|4489_calculated,73.5079,71.0106,16,q,
NUTF2|10204_calculated,63.4534,94.0122,16,q,
APRT|353_calculated,62.295,117.7482,16,q,
GABARAPL2|11345_calculated,50.6039,49.4663,16,q,
MT1X|4501_calculated,50.0883,45.2261,16,q,
